bug_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree
1069605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074196,399.0,6.0,17.0,5.0,0.06,2.05,191.36,1.21,1.5,11.0
1067437,1223.0,3.0,63.0,4.0,0.08,1.87,337759.49,1.21,6.5,22.0
1067337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067286,195.0,2.0,10.0,3.0,0.06,2.17,10277.6,1.88,14.0,15.0
1071120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073792,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.5,0.0,0.0
1067270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077991,4440.17,2.17,652.0,2.5,0.21,4.79,156707.57,1.91,18.29,39.14
1078017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081703,806.5,3.0,33.0,2.0,0.06,1.53,131.89,1.91,5.0,44.0
1082236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082550,528.0,3.0,22.0,3.0,0.38,1.47,190.15,1.91,2.0,18.0
1081993,293.0,1.0,7.5,0.5,1.08,1.41,53.65,0.96,1.0,4.0
1078373,4562.0,4.0,184.0,5.0,0.22,1.98,49508.98,1.92,8.0,96.0
1074787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083425,1449.0,5.0,67.0,7.0,0.11,3.8,96757.3,1.91,35.0,49.0
1079128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076825,744.0,6.0,19.0,7.0,0.23,1.58,13890.51,1.92,5.0,29.0
1083629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079484,1434.0,2.0,116.0,4.0,0.05,1.59,986.3,1.92,6.0,40.0
1081772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078674,1886.5,1.5,115.5,2.0,0.74,45.89,373818.91,1.91,277.5,37.0
1080688,1833.0,2.5,172.5,4.0,0.27,9.82,77915.74,1.91,57.5,47.0
1080542,8915.0,2.0,372.0,5.0,0.11,2.09,74865.99,1.92,7.0,75.0
1080461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080867,2199.0,3.0,112.0,4.0,0.05,1.41,0.0,1.92,1.0,27.0
1082196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083098,1001.5,3.0,24.5,2.5,0.52,1.43,34.72,1.91,2.0,21.0
1074699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083241,1176.0,4.0,41.5,4.0,0.28,3.02,121482.37,1.43,23.33,38.0
1077611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078029,2417.4,3.0,72.4,2.8,0.59,8.98,1201353.22,1.5,46.14,50.29
1082142,586.0,2.0,49.0,3.0,0.11,1.76,31946.82,1.91,7.0,28.0
1074823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074791,219.0,1.0,12.5,1.0,0.26,1.51,4500.32,1.92,2.0,31.0
1077653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078847,1613.0,5.0,49.0,4.0,0.07,1.37,0.0,1.92,0.0,34.0
1082662,370.0,3.0,10.0,2.0,0.27,3.07,23.44,1.2,2.5,7.5
1076692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083085,1074.0,0.0,0.0,0.0,0.12,1.39,0.0,1.91,1.0,2.0
1075077,422.0,4.0,13.0,3.0,0.12,1.71,1334.35,1.92,5.0,15.0
1077402,2752.0,3.0,120.0,4.0,0.38,2.11,218836.11,1.92,9.0,44.0
1075400,434.5,2.5,14.5,1.5,0.14,1.6,2036.43,1.92,5.0,29.0
1081956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075546,6037.0,6.0,169.0,6.0,0.18,66.35,679768.4,1.21,289.5,39.5
1081689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078316,3520.4,2.8,128.8,4.2,0.96,4.79,82230.76,1.39,17.13,48.5
1081093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081415,4124.0,5.0,166.0,6.0,0.16,1.6,27137.37,1.91,7.0,80.0
1074686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076447,2812.5,2.5,155.0,4.0,0.26,1.98,49508.98,1.92,8.0,96.0
1079372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081180,8858.0,2.0,364.0,5.0,0.11,2.11,75449.98,1.91,7.0,75.0
1074688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081992,1193.0,6.0,26.0,4.0,0.13,1.34,0.0,1.91,0.0,28.0
1082970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082141,1276.0,2.0,76.0,3.0,0.16,6.02,102649.86,1.91,32.0,38.0
1081297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081686,855.0,3.0,36.5,3.5,0.24,3.8,96757.3,1.91,35.0,49.0
1082114,119.0,3.0,10.0,2.0,0.04,1.48,1830.84,1.92,2.0,15.0
1079627,801.26,3.32,47.36,2.72,0.51,1.7,82999.69,1.14,3.7,13.79
1077358,83.0,2.0,6.0,1.0,0.32,1.37,0.0,1.92,0.0,18.0
1083634,1083.0,5.0,31.0,5.0,0.3,1.44,708.95,1.88,2.0,24.0
1083648,1998.94,4.81,115.25,3.75,0.21,19.61,996045.59,1.48,69.33,35.07
1079098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
