node,page_rank,betweenness,closeness,indegree,outdegree
mozilla/dom/HTMLVideoElement,1.603,0.0,0.558,0,0
layout/base/nsIDocumentViewerPrint,1.742,509.312,2.155,3,8
content/events/src/nsDOMEvent,6.044,64812.598,2.156,75,61
skia/SkDashPathEffect,1.603,0.0,0.558,0,0
ipc/glue/ProcessChild,1.603,0.0,2.155,0,5
sys/isa_defs,1.603,0.0,0.558,0,0
media/libtheora/include/theora/theoradec,2.418,429.116,2.155,6,5
nsprpub/pr/tests/dceemu,1.603,0.0,2.155,0,3
gfx/layers/d3d10/ColorLayerD3D10,1.889,0.2,2.155,2,7
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_amr,1.725,0.0,2.155,1,12
security/nss/lib/ssl/sslsnce,1.843,43148.293,2.155,6,42
js/xpconnect/src/XPCThrower,3.017,558.898,2.155,20,13
ApplicationServices/ApplicationServices,1.603,0.0,0.558,0,0
nsILocaleService,1.603,0.0,0.558,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/energy_inverse,2.017,2.0,2.155,2,5
widget/gtk2/nsIImageToPixbuf,1.921,0.201,2.155,5,3
intl/icu/source/tools/toolutil/udbgutil,2.003,8051.195,2.155,5,30
layout/base/RestyleTracker,2.062,4697.821,2.155,8,23
media/webrtc/trunk/testing/gtest/test/gtest_pred_impl_unittest,2.443,1352.384,2.155,6,5
dom/plugins/base/nsPluginNativeWindowQt,1.603,0.0,2.155,0,5
other-licenses/7zstub/src/7zip/Archive/7z/7zMethodID,3.697,4014.39,2.155,7,5
content/media/ogg/OggDecoder,2.09,128.038,2.155,2,4
widget/gonk/libdisplay/BootAnimation,1.907,4201.596,2.156,4,16
security/nss/lib/pki/pkim,3.071,491.365,2.155,15,10
security/nss/lib/freebl/mpi/mpprime,16.93,52734.037,2.155,21,8
dom/base/nsWrapperCache,29.083,104090.059,2.156,183,15
security/nss/lib/ckfw/capi/constants,2.271,5.5,2.155,3,4
gfx/cairo/cairo/src/cairo-quartz-private,1.853,0.0,2.155,3,1
intl/icu/source/common/ucnv,4.039,107264.511,2.155,25,29
content/xslt/src/xslt/txTextHandler,1.824,0.0,2.155,2,9
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.247,25.851,2.155,5,9
netwerk/test/ReadNTLM,1.603,0.0,2.155,0,6
mozilla/dom/SVGFEDistantLightElement,1.603,0.0,0.558,0,0
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,2.655,6578.583,2.155,2,4
mozilla/dom/SVGFETileElement,1.603,0.0,0.558,0,0
media/libopus/silk/fixed/vector_ops_FIX,2.637,2194.333,2.155,6,4
ipc/chromium/src/base/message_pump_default,2.439,5662.643,2.155,3,8
modules/freetype2/include/freetype/ftoutln,4.607,6370.007,2.155,23,8
mozilla/_ipdltest/PTestLatencyParent,1.603,0.0,0.558,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.603,0.0,2.155,0,7
dom/base/nsLocation,1.695,71.668,2.156,3,38
security/nss/lib/ssl/sslerrstrs,1.809,12832.071,2.155,1,10
media/libopus/silk/float/find_LTP_FLP,1.704,78.167,2.155,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.603,0.0,0.558,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.916,21942.836,2.155,3,12
modules/freetype2/src/base/ftgasp,1.603,0.0,2.155,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.916,609.937,2.155,2,8
gfx/skia/include/core/SkTSearch,10.712,908.455,2.155,27,2
layout/base/nsCounterManager,1.732,82.464,2.156,3,21
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.603,0.0,2.155,0,2
layout/printing/nsPrintData,1.701,0.177,2.156,2,18
extensions/permissions/nsContentBlocker,2.034,4669.643,2.156,2,19
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,9.234,0.037,2.155,23,1
mozilla/layers/ThebesLayerComposite,1.603,0.0,0.558,0,0
security/nss/cmd/modutil/install-ds,2.48,217.237,2.155,4,9
intl/icu/source/i18n/zrule,1.692,0.0,2.155,1,16
netwerk/srtp/src/crypto/replay/rdbx,1.826,35211.0,2.155,2,5
js/src/frontend/FoldConstants,1.942,252.604,2.156,3,25
modules/freetype2/src/psaux/psauxerr,2.738,19.571,2.155,5,3
dom/src/storage/DOMStorageCache,1.942,16568.759,2.156,6,30
layout/style/nsCSSPropList,15.648,82.174,2.155,8,1
gfx/cairo/libpixman/src/pixman,34.862,139449.794,2.156,62,13
nsprpub/pr/tests/lock,1.667,4.683,2.155,1,23
mfbt/Util,10.161,1771.156,2.155,42,1
js/src/vm/RegExpStaticsObject,3.998,0.0,2.155,2,3
media/webrtc/trunk/webrtc/voice_engine/test/win_test/stdafx,25.007,0.0,2.155,5,1
gfx/cairo/cairo/src/cairo-polygon,2.549,2040.009,2.155,8,9
gfx/skia/src/ports/SkOSFile_brew,1.603,0.0,2.155,0,1
editor/libeditor/base/nsEditProperty,6.478,8330.148,2.155,15,2
gfx/angle/src/compiler/timing/RestrictFragmentShaderTiming,1.921,2933.083,2.155,2,8
content/base/src/nsDOMFile,1.98,6093.883,2.156,6,49
modules/zlib/src/crc32,2.882,2336.065,2.155,7,6
content/html/content/src/HTMLScriptElement,1.603,0.0,2.156,0,38
content/xbl/src/nsXBLEventHandler,1.782,44.448,2.156,4,18
nsprpub/pr/tests/semapong,1.603,0.0,2.155,0,8
netwerk/cache/nsDeleteDir,1.795,3.859,2.156,3,14
security/nss/lib/dbm/include/hash,4.57,399.752,2.155,6,3
gfx/harfbuzz/src/test-buffer-serialize,1.603,0.0,2.155,0,8
xpcom/glue/nsHashKeys,35.293,150773.69,2.156,146,14
media/omx-plugin/include/froyo/utils/Vector,6.245,61771.675,2.155,25,7
media/webrtc/trunk/webrtc/system_wrappers/source/file_impl,2.879,3355.709,2.155,9,7
ipc/glue/IOThreadChild,1.603,0.0,2.155,0,7
dom/quota/AcquireListener,1.633,0.0,2.155,1,2
security/nss/lib/freebl/stubs,1.603,0.0,2.155,0,34
accessible/src/mac/XULTreeGridAccessibleWrap,1.709,0.0,2.155,1,1
mozilla/ipc/ProtocolUtils,1.603,0.0,0.558,0,0
modules/freetype2/src/type1/t1tokens,1.701,0.0,2.155,1,2
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/stack_frame_symbolizer,2.908,6657.598,2.155,14,10
xpcom/base/CycleCollectedJSRuntime,1.736,709.605,2.156,3,40
modules/freetype2/src/tools/ftrandom/ftrandom,1.603,0.0,2.155,0,15
intl/unicharutil/util/nsUnicodeScriptCodes,3.551,0.0,2.155,6,0
gfx/skia/src/core/SkBlitRow_D32,1.992,42.525,2.155,4,12
parser/htmlparser/src/nsElementTable,2.069,9.52,2.155,5,8
intl/unicharutil/public/nsIUGenCategory,5.047,24.955,2.155,7,3
media/mtransport/third_party/nICEr/src/ice/ice_reg,2.112,0.0,2.155,4,0
gfx/2d/SourceSurfaceD2DTarget,1.847,0.0,2.155,2,10
mozilla/_ipdltest/PTestRPCErrorCleanupChild,1.603,0.0,0.558,0,0
content/base/src/nsContentAreaDragDrop,1.694,22667.339,2.156,3,41
nsprpub/pr/src/cplus/tests/ranfile,1.603,0.0,2.155,0,15
build/stlport/stlport/stl/_string_operators,2.914,1277.001,2.155,1,8
mozilla/dom/CDATASection,1.603,0.0,0.558,0,0
intl/icu/source/i18n/selfmtimpl,1.646,9.193,2.155,1,9
nsprpub/lib/libc/src/strcpy,4.563,1670.177,2.155,25,2
media/libvpx/vpx_config_x86-win32-vs8,1.603,0.0,0.558,0,0
media/webrtc/trunk/webrtc/voice_engine/output_mixer_internal,2.134,1.5,2.155,3,7
gfx/gl/GLContextProviderEGL,1.603,0.0,2.156,0,37
gfx/layers/d3d9/ThebesLayerD3D9,1.931,569.347,2.155,5,28
mach/thread_policy,1.603,0.0,0.558,0,0
layout/style/test/ListCSSProperties,1.603,0.0,2.155,0,2
gfx/skia/include/effects/SkLayerDrawLooper,1.758,761.05,2.155,3,21
intl/chardet/src/nsCyrillicClass,1.725,0.0,2.155,1,1
media/omx-plugin/include/ics/stagefright/MediaExtractor,1.603,0.0,2.155,0,1
security/nss/lib/pkcs12/p12tmpl,1.679,51.482,2.155,2,15
AudioToolbox/DefaultAudioOutput,1.603,0.0,0.558,0,0
mach/semaphore,1.603,0.0,0.558,0,0
accessible/src/generic/ARIAGridAccessible,6.653,22859.334,2.156,7,34
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_common_defs,5.263,2951.615,2.155,29,6
security/nss/lib/freebl/sysrand,1.751,337.368,2.155,1,3
ipc/chromium/src/chrome/common/file_descriptor_set_unittest,1.603,0.0,2.155,0,7
ipc/ipdl/test/cxx/TestSyncError,2.035,0.0,2.155,1,4
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/audio_coding_module,3.294,1400265.245,2.155,17,8
gfx/cairo/cairo/src/cairo-xlib-xrender-private,2.433,0.333,2.155,5,1
intl/uconv/src/nsUTF8ConverterService,1.891,379.661,2.156,3,16
js/src/vm/NumberObject-inl,4.381,0.733,2.155,3,5
media/libvpx/vpx_scale/yv12config,22.822,0.0,2.155,47,0
media/webrtc/trunk/webrtc/modules/media_file/interface/media_file_defines,2.779,3.792,2.155,10,3
content/html/content/src/HTMLHeadingElement,1.603,0.0,2.156,0,20
