node,page_rank,betweenness,closeness,indegree,outdegree
mozilla/dom/HTMLVideoElement,1.605,0.0,0.554,0,0
layout/base/nsIDocumentViewerPrint,1.747,708.656,2.136,3,8
content/events/src/nsDOMEvent,6.372,67113.828,2.136,73,54
skia/SkDashPathEffect,1.605,0.0,0.554,0,0
ipc/glue/ProcessChild,1.605,0.0,2.136,0,5
sys/isa_defs,1.605,0.0,0.554,0,0
media/libtheora/include/theora/theoradec,2.423,239.396,2.136,6,5
nsprpub/pr/tests/dceemu,1.605,0.0,2.135,0,3
gfx/layers/d3d10/ColorLayerD3D10,1.894,0.25,2.135,2,7
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_amr,1.727,0.0,2.136,1,12
security/nss/lib/ssl/sslsnce,1.851,37192.114,2.136,6,42
js/xpconnect/src/XPCThrower,3.392,5334.487,2.136,19,7
ApplicationServices/ApplicationServices,1.605,0.0,0.554,0,0
nsILocaleService,1.605,0.0,0.554,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/energy_inverse,2.025,2.0,2.136,2,5
widget/gtk2/nsIImageToPixbuf,1.925,0.201,2.136,5,3
intl/icu/source/tools/toolutil/udbgutil,2.006,10038.433,2.136,5,30
layout/base/RestyleTracker,1.822,103.299,2.136,3,21
security/sandbox/linux_seccomp,2.359,0.0,2.135,2,0
dom/plugins/base/nsPluginNativeWindowQt,1.605,0.0,2.136,0,5
other-licenses/7zstub/src/7zip/Archive/7z/7zMethodID,3.703,4155.75,2.135,7,5
content/media/ogg/OggDecoder,2.095,176.701,2.135,2,4
widget/gonk/libdisplay/BootAnimation,1.928,4783.001,2.136,4,16
security/nss/lib/pki/pkim,3.078,439.37,2.135,15,10
security/nss/lib/freebl/mpi/mpprime,16.901,49627.744,2.135,21,8
dom/base/nsWrapperCache,35.462,67345.294,2.136,186,14
security/nss/lib/ckfw/capi/constants,2.275,5.5,2.135,3,4
gfx/cairo/cairo/src/cairo-quartz-private,1.874,0.0,2.135,3,1
intl/icu/source/common/ucnv,3.91,23073.081,2.136,24,29
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCService,2.045,373360.547,2.136,5,53
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.244,26.178,2.135,5,9
netwerk/test/ReadNTLM,1.605,0.0,2.136,0,6
mozilla/dom/SVGFEDistantLightElement,1.605,0.0,0.554,0,0
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,2.658,6607.583,2.135,2,4
media/libopus/silk/fixed/vector_ops_FIX,2.641,2204.0,2.135,6,4
ipc/chromium/src/base/message_pump_default,2.528,6915.418,2.135,3,8
modules/freetype2/include/freetype/ftoutln,4.615,6295.802,2.135,23,8
mozilla/_ipdltest/PTestLatencyParent,1.605,0.0,0.554,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.605,0.0,2.136,0,7
dom/base/nsLocation,1.713,169.365,2.136,3,34
security/nss/lib/ssl/sslerrstrs,1.812,12763.109,2.135,1,10
media/libopus/silk/float/find_LTP_FLP,1.706,78.167,2.135,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.605,0.0,0.554,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.919,24114.291,2.135,3,12
modules/freetype2/src/base/ftgasp,1.605,0.0,2.135,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.925,613.956,2.136,2,8
gfx/skia/include/core/SkTSearch,10.741,915.445,2.135,27,2
layout/base/nsCounterManager,1.738,85.067,2.136,3,21
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.605,0.0,2.135,0,2
layout/printing/nsPrintData,1.703,0.194,2.136,2,18
extensions/permissions/nsContentBlocker,2.037,4592.33,2.136,2,19
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,9.264,0.037,2.135,23,1
mozilla/layers/ThebesLayerComposite,1.605,0.0,0.554,0,0
security/nss/cmd/modutil/install-ds,2.484,247.781,2.135,4,9
dom/plugins/ipc/ScopedMethodFactory,1.605,0.0,2.135,0,3
netwerk/srtp/src/crypto/replay/rdbx,1.829,35442.0,2.136,2,5
js/src/frontend/FoldConstants,1.937,271.067,2.136,3,22
modules/freetype2/src/psaux/psauxerr,2.742,19.571,2.135,5,3
dom/src/storage/DOMStorageCache,1.944,19437.866,2.136,6,30
layout/style/nsCSSPropList,11.433,33390.253,2.135,9,2
gfx/cairo/libpixman/src/pixman,35.819,139720.897,2.136,61,13
nsprpub/pr/tests/lock,1.67,4.683,2.135,1,23
mfbt/Util,1.605,0.0,2.135,0,1
js/src/vm/RegExpStaticsObject,3.188,0.0,2.135,2,3
media/webrtc/trunk/webrtc/voice_engine/test/win_test/stdafx,14.131,0.0,2.135,3,1
gfx/cairo/cairo/src/cairo-polygon,2.637,2029.854,2.135,8,9
gfx/skia/src/ports/SkOSFile_brew,1.605,0.0,2.135,0,1
editor/libeditor/base/nsEditProperty,6.455,8249.921,2.136,14,2
gfx/angle/src/compiler/timing/RestrictFragmentShaderTiming,1.915,0.0,2.135,2,8
content/base/src/nsDOMFile,2.008,7066.725,2.136,6,45
gfx/layers/BufferUnrotate,2.332,29.567,2.136,2,2
modules/zlib/src/crc32,2.887,3898.903,2.135,7,6
content/html/content/src/HTMLScriptElement,1.605,0.0,2.136,0,31
content/xbl/src/nsXBLEventHandler,1.793,64.734,2.136,4,18
nsprpub/pr/tests/semapong,1.605,0.0,2.135,0,8
netwerk/cache/nsDeleteDir,1.797,3.791,2.136,3,14
security/nss/lib/dbm/include/hash,4.577,876.527,2.135,6,3
gfx/harfbuzz/src/test-buffer-serialize,1.605,0.0,2.135,0,8
xpcom/glue/nsHashKeys,32.935,181476.735,2.136,146,14
media/omx-plugin/include/froyo/utils/Vector,6.311,1209.39,2.135,28,7
media/webrtc/trunk/webrtc/system_wrappers/source/file_impl,2.876,2797.519,2.136,9,7
ipc/glue/IOThreadChild,1.605,0.0,2.135,0,7
dom/quota/AcquireListener,1.634,0.0,2.136,1,2
security/nss/lib/freebl/stubs,1.605,0.0,2.136,0,34
accessible/src/mac/XULTreeGridAccessibleWrap,1.709,0.0,2.135,1,1
mozilla/ipc/ProtocolUtils,1.605,0.0,0.554,0,0
js/src/jsinfer,18.489,66559.236,2.136,37,53
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/stack_frame_symbolizer,2.911,277.147,2.135,14,10
nsICompositionStringSynthesizer,1.605,0.0,0.554,0,0
xpcom/base/CycleCollectedJSRuntime,1.836,2733.697,2.136,4,39
modules/freetype2/src/tools/ftrandom/ftrandom,1.605,0.0,2.136,0,15
intl/unicharutil/util/nsUnicodeScriptCodes,3.574,0.0,2.135,6,0
gfx/skia/src/core/SkBlitRow_D32,1.995,42.525,2.136,4,12
nsIDOMHTMLUListElement,1.605,0.0,0.554,0,0
intl/unicharutil/public/nsIUGenCategory,5.367,106.761,2.136,7,3
