node,page_rank,betweenness,closeness,indegree,outdegree
modules/zlib/src/zutil,8.793,90361.14,2.215,10,11
layout/base/nsIDocumentViewerPrint,1.669,409.762,2.215,3,7
content/events/src/nsDOMEvent,5.794,62095.349,2.215,74,59
skia/SkDashPathEffect,1.518,0.0,0.578,0,0
ipc/glue/ProcessChild,1.518,0.0,2.215,0,5
sys/isa_defs,1.518,0.0,0.578,0,0
media/libtheora/include/theora/theoradec,2.307,1.367,2.215,6,4
nsprpub/pr/tests/dceemu,1.518,0.0,2.215,0,3
gfx/layers/d3d10/ColorLayerD3D10,1.763,0.343,2.215,2,8
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_amr,1.645,0.0,2.215,1,11
security/nss/lib/ssl/sslsnce,1.709,33617.787,2.215,5,42
js/xpconnect/src/XPCThrower,2.639,2067.813,2.215,20,13
ApplicationServices/ApplicationServices,1.518,0.0,0.578,0,0
nsILocaleService,1.518,0.0,0.578,0,0
media/webrtc/trunk/webrtc/modules/video_coding/main/source/exp_filter,13.353,0.0,2.214,3,1
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/energy_inverse,1.911,2.0,2.215,2,5
widget/gtk2/nsIImageToPixbuf,1.853,0.404,2.215,5,3
intl/icu/source/tools/toolutil/udbgutil,1.897,22898.09,2.215,5,30
layout/base/RestyleTracker,2.128,10625.809,2.215,11,22
media/webrtc/trunk/testing/gtest/test/gtest_pred_impl_unittest,2.464,1690.353,2.215,6,6
dom/plugins/base/nsPluginNativeWindowQt,1.518,0.0,2.215,0,5
media/webvtt/include/webvtt/node,4.238,0.686,2.215,7,2
other-licenses/7zstub/src/7zip/Archive/7z/7zMethodID,3.503,4433.314,2.215,7,5
content/media/ogg/OggDecoder,1.982,338.651,2.215,2,4
widget/gonk/libdisplay/BootAnimation,1.821,7782.488,2.215,4,14
security/nss/lib/pki/pkim,2.91,2235.809,2.215,15,10
security/nss/lib/freebl/mpi/mpprime,16.505,52339.909,2.215,21,8
dom/base/nsWrapperCache,20.652,53118.718,2.215,165,13
security/nss/lib/ckfw/capi/constants,2.152,5.5,2.215,3,4
gfx/cairo/cairo/src/cairo-quartz-private,1.761,0.0,2.215,3,1
intl/icu/source/common/ucnv,4.083,243764.767,2.215,25,29
gfx/skia/src/gpu/effects/GrColorTableEffect,1.591,85.479,2.215,2,24
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCService,1.944,337845.306,2.215,5,52
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.131,26.408,2.215,5,9
netwerk/test/ReadNTLM,1.518,0.0,2.215,0,5
mozilla/dom/SVGFEDistantLightElement,1.518,0.0,0.578,0,0
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,2.849,3.583,2.215,2,3
mozilla/dom/SVGFETileElement,1.518,0.0,0.578,0,0
media/libopus/silk/fixed/vector_ops_FIX,2.498,0.667,2.214,6,4
ipc/chromium/src/base/message_pump_default,2.377,7009.462,2.215,3,8
modules/freetype2/include/freetype/ftoutln,4.153,5110.263,2.215,22,8
mozilla/_ipdltest/PTestLatencyParent,1.518,0.0,0.578,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.518,0.0,2.215,0,6
dom/base/nsLocation,1.603,132.976,2.215,3,36
security/nss/lib/ssl/sslerrstrs,1.714,11715.57,2.215,1,10
media/libopus/silk/float/find_LTP_FLP,1.614,62.167,2.214,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.518,0.0,0.578,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.798,846.506,2.215,3,13
modules/freetype2/src/base/ftgasp,1.518,0.0,2.215,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.838,1409.238,2.215,2,7
gfx/skia/include/core/SkTSearch,9.569,0.799,2.215,27,3
layout/base/nsCounterManager,1.638,434.657,2.215,3,19
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.518,0.0,2.215,0,2
layout/printing/nsPrintData,1.622,0.168,2.215,2,16
extensions/permissions/nsContentBlocker,1.938,5834.762,2.215,2,17
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,8.848,0.098,2.215,23,1
mozilla/layers/ThebesLayerComposite,1.518,0.0,0.578,0,0
security/nss/cmd/modutil/install-ds,2.353,852.087,2.215,4,9
nsIDOMSerializer,1.518,0.0,0.578,0,0
toolkit/crashreporter/google-breakpad/src/tools/linux/md2core/minidump-2-core,1.518,0.0,2.215,0,14
netwerk/srtp/src/crypto/replay/rdbx,1.73,31911.0,2.215,2,5
security/nss/lib/ckfw/capi/crsa,1.805,2539.023,2.215,2,11
gfx/skia/include/gpu/GrInstanceCounter,4.788,0.0,2.215,1,3
js/src/frontend/FoldConstants,1.904,209.267,2.215,3,17
modules/freetype2/src/psaux/psauxerr,2.596,19.571,2.215,5,3
dom/src/storage/DOMStorageCache,1.862,15239.371,2.215,6,29
layout/style/nsCSSPropList,15.263,6.199,2.215,8,1
gfx/cairo/libpixman/src/pixman,34.477,165611.886,2.215,62,13
nsISSLErrorListener,1.518,0.0,0.578,0,0
nsprpub/pr/tests/lock,1.58,4.35,2.215,1,23
mfbt/Util,10.823,4185.116,2.215,38,1
gfx/cairo/cairo/src/cairo-polygon,2.418,1018.975,2.215,8,9
gfx/skia/src/ports/SkOSFile_brew,1.518,0.0,2.215,0,1
editor/libeditor/base/nsEditProperty,6.204,8714.802,2.215,15,2
gfx/angle/src/compiler/timing/RestrictFragmentShaderTiming,1.829,2657.333,2.214,2,8
content/base/src/nsDOMFile,1.895,8679.475,2.215,6,47
modules/zlib/src/crc32,2.897,7400.209,2.215,7,6
content/html/content/src/HTMLScriptElement,1.518,0.0,2.215,0,37
content/xbl/src/nsXBLEventHandler,1.692,41.671,2.215,4,16
nsprpub/pr/tests/semapong,1.518,0.0,2.215,0,8
netwerk/cache/nsDeleteDir,1.725,3.873,2.215,3,12
