node,page_rank,betweenness,closeness,indegree,outdegree
widget/cocoa/nsIdleServiceX,1.615,0.0,2.473,0,4
layout/base/nsIDocumentViewerPrint,1.764,354.609,2.473,3,8
content/events/src/nsDOMEvent,5.828,33457.53,2.474,53,50
accessible/src/mac/mozTextAccessible,1.615,0.0,2.473,0,1
skia/SkDashPathEffect,1.615,0.0,0.625,0,0
ipc/glue/ProcessChild,1.615,0.0,2.474,0,5
sys/isa_defs,1.615,0.0,0.625,0,0
nsprpub/pr/tests/dceemu,1.615,0.0,2.473,0,3
gfx/layers/d3d10/ColorLayerD3D10,1.862,1.625,2.473,2,8
tools/trace-malloc/adreader,12.071,0.0,2.473,2,1
security/nss/lib/ssl/sslsnce,1.817,31405.256,2.474,5,43
js/src/methodjit/NunboxAssembler,1.615,0.0,0.625,0,0
media/webrtc/trunk/src/modules/audio_processing/aecm/aecm_core_neon_offsets,1.615,0.0,2.473,0,1
js/xpconnect/src/XPCThrower,2.71,2269.011,2.474,18,15
ApplicationServices/ApplicationServices,1.615,0.0,0.625,0,0
nsILocaleService,1.615,0.0,0.625,0,0
widget/gtk2/nsIImageToPixbuf,2.231,2365.961,2.474,6,3
media/mtransport/third_party/nICEr/src/ice/ice_reg,2.154,0.0,2.473,4,0
media/webrtc/trunk/src/system_wrappers/interface/static_instance,2.896,3.75,2.473,3,2
layout/base/RestyleTracker,1.839,1.711,2.474,3,17
gdk/gdkkeysyms,1.615,0.0,0.625,0,0
dom/plugins/base/nsPluginNativeWindowQt,1.615,0.0,2.473,0,5
content/media/ogg/OggDecoder,2.106,220.393,2.473,2,4
security/nss/lib/ckfw/nssmkey/minst,2.072,647.028,2.473,1,7
security/nss/lib/pki/pkim,3.08,1302.418,2.473,15,10
media/webrtc/trunk/src/modules/video_coding/main/test/receiver_tests,2.576,331.463,2.473,7,9
security/nss/lib/freebl/mpi/mpprime,16.876,45112.105,2.473,21,8
dom/base/nsWrapperCache,12.946,5431.278,2.474,93,6
security/nss/lib/ckfw/capi/constants,2.288,5.5,2.473,3,4
gfx/cairo/cairo/src/cairo-quartz-private,1.872,0.0,2.473,3,1
media/libtremor/lib/tremor_window,1.718,2.0,2.473,1,4
gfx/skia/src/gpu/effects/GrColorTableEffect,1.692,32.724,2.473,2,24
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCService,2.084,396540.176,2.474,5,52
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.278,83.183,2.473,5,9
netwerk/test/ReadNTLM,1.615,0.0,2.473,0,5
content/svg/content/src/nsSVGLength2,4.015,59811.537,2.474,32,37
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,3.084,4.083,2.473,2,3
media/libopus/silk/fixed/vector_ops_FIX,2.657,0.667,2.473,6,4
ipc/chromium/src/base/message_pump_default,2.732,6840.905,2.473,3,8
modules/freetype2/include/freetype/ftoutln,4.42,4753.74,2.473,22,8
mozilla/_ipdltest/PTestLatencyParent,1.615,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.615,0.0,2.473,0,6
dom/base/nsLocation,1.701,35.705,2.474,3,36
tools/profiler/libunwind/src/src/x86/Ginit_remote,2.987,5456.0,2.473,1,3
security/nss/lib/ssl/sslerrstrs,1.823,10682.617,2.473,1,10
media/libopus/silk/float/find_LTP_FLP,1.716,58.167,2.473,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.615,0.0,0.625,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.912,949.548,2.473,3,13
security/nss/lib/libpkix/pkix/checker/pkix_ekuchecker,2.352,7.355,2.473,3,16
media/webrtc/trunk/src/video_engine/main/test/WindowsTest/videosize,1.679,0.0,2.473,1,1
modules/freetype2/src/base/ftgasp,1.615,0.0,2.473,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.954,974.392,2.473,2,7
gfx/skia/include/core/SkTSearch,10.201,0.799,2.473,27,3
layout/base/nsCounterManager,1.71,99.469,2.474,2,19
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.615,0.0,2.473,0,2
layout/printing/nsPrintData,1.719,1.731,2.474,2,17
tools/profiler/libunwind/src/src/dl-iterate-phdr,3.006,1499.325,2.474,4,6
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,9.038,0.034,2.473,23,1
security/nss/cmd/modutil/install-ds,2.536,657.278,2.473,4,9
netwerk/cookie/CookieServiceParent,1.615,0.0,2.474,0,14
media/webrtc/trunk/src/modules/audio_coding/neteq/test/PayloadTypes,1.843,0.0,2.473,1,0
netwerk/srtp/src/crypto/replay/rdbx,1.84,29361.0,2.473,2,5
widget/gtk2/nsWindow,4.485,623309.628,2.474,6,73
js/src/frontend/FoldConstants,1.995,114.326,2.473,3,19
modules/freetype2/src/psaux/psauxerr,2.76,19.571,2.473,5,3
layout/style/nsCSSPropList,19.375,210.366,2.473,9,1
gfx/cairo/libpixman/src/pixman,36.526,125268.183,2.474,56,13
nsprpub/pr/tests/lock,1.68,4.35,2.473,1,23
mfbt/Util,6.626,0.0,2.473,30,0
media/webrtc/trunk/src/video_engine/vie_channel_manager,2.831,233754.67,2.473,11,24
gfx/skia/src/ports/SkOSFile_brew,1.615,0.0,2.473,0,1
editor/libeditor/base/nsEditProperty,6.607,8405.286,2.473,15,2
media/webrtc/trunk/src/modules/audio_device/main/interface/audio_device_defines,5.267,0.0,2.473,18,1
content/base/src/nsDOMFile,1.889,2962.561,2.474,5,48
media/webrtc/trunk/src/video_engine/vie_capture_impl,2.337,24560.404,2.473,9,20
content/xbl/src/nsXBLEventHandler,1.81,25.117,2.474,4,15
nsprpub/pr/tests/semapong,1.615,0.0,2.473,0,8
netwerk/cache/nsDeleteDir,1.845,2.48,2.474,3,11
gfx/graphite2/src/SegCacheStore,1.615,0.0,2.473,0,4
xpcom/glue/nsHashKeys,70.241,932942.102,2.474,136,13
nsIDOMSVGTitleElement,1.615,0.0,0.625,0,0
security/nss/lib/freebl/stubs,1.615,0.0,2.473,0,33
accessible/src/mac/XULTreeGridAccessibleWrap,1.724,0.0,2.473,1,1
mozilla/ipc/ProtocolUtils,1.615,0.0,0.625,0,0
modules/freetype2/src/type1/t1tokens,1.713,0.0,2.473,1,2
media/webrtc/trunk/testing/gtest/test/gtest-typed-test_test,2.526,4643.027,2.473,3,7
ipc/chromium/src/base/debug_util_unittest,1.615,0.0,2.474,0,5
modules/freetype2/src/tools/ftrandom/ftrandom,1.615,0.0,2.473,0,14
intl/unicharutil/util/nsUnicodeScriptCodes,4.338,0.0,2.473,5,0
gfx/skia/src/core/SkBlitRow_D32,1.977,40.202,2.473,4,13
parser/htmlparser/src/nsElementTable,2.135,11172.828,2.473,5,7
dom/src/storage/nsDOMStorage,2.792,83383.348,2.474,13,49
intl/unicharutil/public/nsIUGenCategory,2.667,12.593,2.474,7,3
gfx/2d/SourceSurfaceD2DTarget,1.903,0.0,2.473,2,8
mozilla/_ipdltest/PTestRPCErrorCleanupChild,1.615,0.0,0.625,0,0
content/base/src/nsContentAreaDragDrop,1.704,11463.466,2.474,3,39
nsprpub/pr/src/cplus/tests/ranfile,1.615,0.0,2.473,0,15
gfx/skia/include/gpu/gl/SkGLContext,5.246,5490.373,2.473,6,5
nsprpub/lib/libc/src/strcpy,4.318,607.098,2.473,25,2
media/libvpx/vpx_config_x86-win32-vs8,1.615,0.0,0.625,0,0
audio_device_iphone,1.615,0.0,0.625,0,0
gfx/layers/d3d9/ThebesLayerD3D9,1.952,10545.6,2.474,5,29
mach/thread_policy,1.615,0.0,0.625,0,0
layout/style/test/ListCSSProperties,1.615,0.0,2.473,0,2
gfx/skia/include/effects/SkLayerDrawLooper,1.774,230.96,2.473,2,16
intl/chardet/src/nsCyrillicClass,1.747,0.0,2.473,1,0
media/omx-plugin/include/ics/stagefright/MediaExtractor,1.866,0.286,2.473,3,3
media/webrtc/trunk/src/common_audio/signal_processing/copy_set_operations,8.193,1.7,2.473,31,2
security/nss/lib/pkcs12/p12tmpl,1.69,143.468,2.473,2,15
AudioToolbox/DefaultAudioOutput,1.615,0.0,0.625,0,0
modules/freetype2/include/freetype/internal/services/svgldict,1.615,0.0,0.625,0,0
media/webrtc/trunk/src/modules/rtp_rtcp/source/dtmf_queue,2.117,0.0,2.473,2,5
media/webrtc/trunk/src/video_engine/test/auto_test/source/vie_autotest_android,2.088,5717.585,2.473,1,15
security/nss/lib/freebl/sysrand,1.753,541.678,2.473,1,3
ipc/chromium/src/chrome/common/file_descriptor_set_unittest,1.615,0.0,2.473,0,7
ipc/ipdl/test/cxx/TestSyncError,2.05,0.0,2.473,1,4
gfx/cairo/cairo/src/cairo-xlib-xrender-private,2.458,0.333,2.473,5,1
intl/uconv/src/nsUTF8ConverterService,1.732,2383.459,2.474,2,15
media/libvpx/vpx_scale/yv12config,23.095,0.0,2.473,47,0
storage/public/mozStorageHelper,4.105,5629.851,2.474,29,4
nsIDOMDOMError,1.615,0.0,0.625,0,0
gfx/2d/SourceSurfaceCairo,1.808,0.0,2.473,2,12
xpcom/reflect/xptcall/src/md/unix/xptcstubs_sparc64_openbsd,1.615,0.0,2.473,0,2
extensions/permissions/nsModuleFactory,1.615,0.0,2.473,0,4
xpcom/tests/TestPipes,1.615,0.0,2.474,0,19
mozilla/net/PRemoteOpenFileChild,1.615,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/client/apple/Framework/BreakpadDefines,4.359,0.0,0.625,2,0
tools/profiler/libunwind/src/src/elf32,12.596,75.068,2.473,6,2
chrome/browser/chrome_plugin_host,1.615,0.0,0.625,0,0
gfx/skia/src/effects/SkBlurMask,1.872,138.696,2.473,3,16
tools/profiler/libunwind/src/src/mi/Ldestroy_addr_space,1.615,0.0,2.472,0,1
media/webrtc/signaling/src/sipcc/cpr/darwin/cpr_darwin_rand,1.615,0.0,0.625,0,0
accessible/src/base/AccCollector,2.29,0.0,2.473,2,4
media/libjpeg/simd/jsimd_arm,1.615,0.0,2.473,0,7
console,1.615,0.0,0.625,0,0
nsISSLSocketControl,1.615,0.0,0.625,0,0
media/webrtc/trunk/src/modules/interface/module_common_types,56.682,566.516,2.473,168,4
media/webrtc/trunk/src/voice_engine/voe_base_impl,2.592,383939.475,2.473,10,28
mozilla/dom/AudioBufferSourceNodeBinding,1.615,0.0,0.625,0,0
content/xul/templates/src/nsXULTemplateQueryProcessorRDF,2.827,82082.475,2.474,11,50
mozilla/plugins/NPEventOSX,1.615,0.0,0.625,0,0
nsIDOMSVGAnimationElement,1.615,0.0,0.625,0,0
media/webrtc/trunk/tools/gyp/test/dependencies/b/b3,4.154,0.0,0.625,1,0
ipc/chromium/src/chrome/common/temp_scaffolding_stubs,1.695,0.0,2.473,1,18
content/base/public/nsIDocument,56.283,804158.559,2.474,426,30
media/libtheora/lib/internal,45.446,1004098.824,2.473,20,8
gfx/skia/src/images/SkImageDecoder_libbmp,1.615,0.0,2.473,0,14
gfx/angle/src/libGLESv2/shaders/componentmaskps,1.747,0.0,2.473,1,0
tools/profiler/libunwind/src/src/ia64/Gcreate_addr_space,2.987,5455.0,2.473,1,2
tools/profiler/libunwind/src/include/tdep-arm/dwarf-config,1.615,0.0,0.625,0,0
mozilla/net/PFTPChannelParent,1.615,0.0,0.625,0,0
rdf/base/src/nsRDFXMLDataSource,1.674,311.21,2.474,1,32
security/nss/lib/ckfw/builtins/bfind,1.788,267.46,2.473,1,10
gfx/skia/src/core/SkTypeface,3.033,429134.241,2.473,20,10
dom/ipc/AudioChild,1.615,0.0,2.473,0,2
nsITransportSecurityInfo,1.615,0.0,0.625,0,0
content/base/src/nsDOMAttribute,2.03,403.722,2.474,9,41
media/libopus/silk/fixed/burg_modified_FIX,1.725,1.667,2.473,1,9
tools/profiler/libunwind/src/src/x86/Gget_proc_info,7.777,64026.977,2.473,8,4
media/webrtc/signaling/src/sipcc/core/common/logmsg,3.735,0.0,2.473,5,1
ucdn,1.615,0.0,0.625,0,0
gfx/thebes/gfxFT2FontList,19.626,1642233.484,2.474,91,44
tools/profiler/libunwind/src/src/mips/Linit_local,1.615,0.0,2.473,0,1
security/nss/lib/util/utilparst,3.862,245205.029,2.473,11,3
toolkit/crashreporter/google-breakpad/src/common/linux/linux_libc_support_unittest,1.615,0.0,2.473,0,5
content/events/src/nsDOMAnimationEvent,1.728,0.0,2.474,1,13
nsprpub/pr/tests/fsync,1.615,0.0,2.473,0,15
media/webrtc/trunk/tools/gyp/test/win/rc-build/subdir/include,1.615,0.0,0.625,0,0
gfx/ycbcr/yuv_row_posix,1.615,0.0,2.473,0,3
chrome/browser/meta_table_helper,1.615,0.0,0.625,0,0
dom/telephony/Telephony,1.799,400.744,2.474,3,38
mozilla/dom/FileBinding,1.615,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map,3.37,0.0,2.473,7,0
toolkit/xre/nsCommandLineServiceMac,2.253,0.0,2.473,1,3
qabstracteventdispatcher,1.615,0.0,0.625,0,0
nsprpub/pr/tests/semaerr,1.615,0.0,2.473,0,10
media/libopus/celt/fixed_generic,1.615,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/third_party/linux/include/gflags/gflags,4.747,81.613,2.473,13,2
net/url_request/url_request,1.615,0.0,0.625,0,0
intl/uconv/ucvtw/nsUnicodeToBIG5HKSCS,1.828,0.041,2.474,2,8
nsIDOMSVGPathSeg,1.615,0.0,0.625,0,0
media/webrtc/signaling/src/media/CSFAudioTermination,1.775,13.892,2.473,3,1
nsprpub/pr/src/threads/prcthr,30.662,164490.448,2.473,7,17
media/libcubeb/include/cubeb,1.615,0.0,2.473,0,2
media/webrtc/signaling/src/sipcc/core/src-common/dialplanint,3.615,117996.57,2.473,9,42
content/base/public/mozFlushType,5.351,0.0,2.473,10,0
xpcom/io/nsStreamUtils,5.42,21323.069,2.474,48,16
gfx/gl/GLContextSymbols,1.79,0.0,2.473,1,3
media/webrtc/trunk/src/video_engine/vie_impl,3.711,522892.525,2.473,22,24
security/nss/lib/ssl/sslcon,2.036,17917.842,2.473,5,48
layout/svg/nsISVGChildFrame,2.836,26859.702,2.474,21,8
b2g/gaia/run-b2g,26.789,853298.126,2.474,74,2
content/html/content/src/nsHTMLObjectElement,1.615,0.0,2.474,0,39
media/webrtc/signaling/src/callcontrol/CC_CallTypes,1.615,0.0,2.473,0,1
TelemetryHistogramEnums,1.615,0.0,0.625,0,0
security/nss/lib/libpkix/pkix/params/pkix_resourcelimits,4.876,1263.575,2.473,8,8
content/base/src/FileIOObject,1.703,1.665,2.474,2,22
