node,page_rank,betweenness,closeness,indegree,outdegree
layout/base/nsIDocumentViewerPrint,2.619,125.332,3.408,3,8
content/events/src/nsDOMEvent,8.533,43445.322,3.408,48,37
ipc/glue/ProcessChild,3.446,103.308,3.408,1,5
sys/isa_defs,2.418,0.0,0.875,0,0
js/src/nanojit/Fragmento,5.496,3919.0,3.407,3,1
gfx/layers/d3d10/ColorLayerD3D10,2.813,7.026,3.407,2,8
memory/mozalloc/mozalloc_undef_macro_wrappers,2.418,0.0,0.875,0,0
security/nss/lib/ssl/sslsnce,2.711,25109.304,3.408,5,48
js/src/methodjit/NunboxAssembler,2.418,0.0,0.875,0,0
js/xpconnect/src/XPCThrower,3.427,138.14,3.408,11,18
ApplicationServices/ApplicationServices,2.418,0.0,0.875,0,0
nsILocaleService,2.418,0.0,0.875,0,0
gfx/skia/include/effects/SkEmbossMaskFilter,2.692,190.47,3.407,2,9
widget/src/build/nsWinWidgetFactory,2.418,0.0,3.407,0,26
layout/base/RestyleTracker,2.674,1.277,3.408,3,17
gdk/gdkkeysyms,2.418,0.0,0.875,0,0
dom/plugins/base/nsPluginNativeWindowQt,2.418,0.0,3.408,0,7
xpcom/tests/TestStreamUtils,2.418,0.0,3.408,0,8
security/nss/lib/ckfw/nssmkey/minst,3.104,239.697,3.407,1,7
security/nss/lib/pki/pkim,6.812,13254.261,3.408,15,10
dom/base/nsWrapperCache,9.49,11296.626,3.408,32,10
security/nss/lib/ckfw/capi/constants,3.428,5.5,3.407,3,4
gfx/cairo/cairo/src/cairo-quartz-private,2.824,0.0,3.407,3,1
media/libtremor/lib/tremor_window,2.562,2.0,3.407,1,4
netwerk/test/ReadNTLM,2.418,0.0,3.408,0,7
gfx/skia/include/core/SkRefDict,2.936,14.271,3.406,1,4
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,4.888,4.0,3.406,2,3
ipc/chromium/src/base/message_pump_default,4.04,5787.694,3.407,3,8
modules/freetype2/include/freetype/ftoutln,6.409,3423.49,3.407,21,8
mozilla/_ipdltest/PTestLatencyParent,2.418,0.0,0.875,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,2.418,0.0,3.407,0,6
