node,page_rank,betweenness,closeness,indegree,outdegree
layout/base/nsIDocumentViewerPrint,2.638,119.68,3.363,3,8
content/events/src/nsDOMEvent,8.434,77664.341,3.363,50,50
content/svg/content/src/nsSVGUnknownElement,2.48,12.679,3.363,1,14
ipc/glue/ProcessChild,3.472,157.435,3.363,1,5
sys/isa_defs,2.437,0.0,0.864,0,0
nsprpub/pr/tests/dceemu,2.437,0.0,3.363,0,3
gfx/layers/d3d10/ColorLayerD3D10,2.834,5.968,3.363,2,8
memory/mozalloc/mozalloc_undef_macro_wrappers,2.437,0.0,0.864,0,0
security/nss/lib/ssl/sslsnce,2.737,24477.961,3.363,5,48
js/src/methodjit/NunboxAssembler,2.437,0.0,0.864,0,0
js/xpconnect/src/XPCThrower,3.522,82.388,3.363,11,17
ApplicationServices/ApplicationServices,2.437,0.0,0.864,0,0
nsILocaleService,2.437,0.0,0.864,0,0
gfx/skia/include/effects/SkEmbossMaskFilter,2.694,190.47,3.362,2,9
widget/src/build/nsWinWidgetFactory,2.437,0.0,3.363,0,26
layout/base/RestyleTracker,2.678,52.922,3.363,3,19
gdk/gdkkeysyms,2.437,0.0,0.864,0,0
dom/plugins/base/nsPluginNativeWindowQt,2.437,0.0,3.363,0,7
xpcom/tests/TestStreamUtils,2.437,0.0,3.363,0,8
security/nss/lib/ckfw/nssmkey/minst,3.127,253.347,3.362,1,7
security/nss/lib/pki/pkim,7.072,12957.001,3.363,15,10
dom/base/nsWrapperCache,9.589,20086.083,3.363,32,10
security/nss/lib/ckfw/capi/constants,3.453,5.5,3.362,3,4
gfx/cairo/cairo/src/cairo-quartz-private,2.836,0.0,3.362,3,1
media/libtremor/lib/tremor_window,2.581,2.0,3.362,1,4
netwerk/test/ReadNTLM,2.437,0.0,3.363,0,7
gfx/skia/include/core/SkRefDict,2.958,14.271,3.362,1,4
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,4.554,4.0,3.362,2,3
ipc/chromium/src/base/message_pump_default,4.101,6077.72,3.363,3,8
