node,page_rank,betweenness,closeness,indegree,outdegree
gfx/harfbuzz/src/hb-font,9.171,41497.65,3.481,15,13
layout/base/nsIPercentHeightObserver,3.182,0.1,3.481,3,1
intl/uconv/ucvlatin/nsUnicodeToARMSCII8,3.016,0.033,3.481,2,7
other-licenses/7zstub/src/7zip/Archive/Common/ItemNameUtils,3.473,0.0,3.481,2,4
nsprpub/pr/tests/append,2.621,0.0,3.481,0,9
security/nss/cmd/lib/pk11table,3.37,45.142,3.481,4,8
xpcom/io/nsStringStream,8.741,108132.107,3.482,34,21
modules/libimg/png/pngrtran,21.607,1672.003,3.48,11,1
modules/lib7z/LZMASDK/CPP/7zip/UI/Common/UpdateAction,5.871,0.0,3.48,5,2
nsIFrameMessageManager,2.621,0.0,0.925,0,0
nsIContentViewerFile,2.621,0.0,0.925,0,0
media/libsydneyaudio/src/sydney_audio_pulseaudio,2.621,0.0,3.481,0,4
layout/base/nsImageLoader,3.101,1327.58,3.482,2,24
modules/lib7z/LZMASDK/CPP/7zip/UI/Common/DefaultName,3.454,0.0,3.48,2,4
gfx/cairo/cairo/src/cairo-wideint,60.663,1115.735,3.48,9,3
content/base/public/nsCaseTreatment,7.752,0.0,3.481,2,0
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/stack_frame,11.699,12.027,3.48,22,2
other-licenses/7zstub/src/7zip/Archive/7z/7zExtract,2.621,0.0,3.481,0,18
modules/freetype2/src/autofit/afindic,3.254,580.562,3.481,3,11
ipc/chromium/src/chrome/common/ipc_logging,3.726,59673.666,3.481,7,25
media/libtheora/lib/quant,4.618,85.75,3.48,4,7
nsIDOMAttr,2.621,0.0,0.925,0,0
layout/style/CSSCalc,3.57,7.913,3.482,6,6
layout/svg/base/src/nsSVGTextPathFrame,5.291,42692.013,3.481,5,36
nsIDOMHTMLBRElement,2.621,0.0,0.925,0,0
modules/lib7z/LZMASDK/CPP/7zip/MyVersion,2.883,0.0,3.48,3,0
media/libvpx/vpx_scale/scale_mode,3.49,0.0,3.48,1,0
security/nss/lib/softoken/legacydb/lgcreate,3.354,40310.374,3.482,4,29
security/nss/lib/cryptohi/sechash,4.55,9791.639,3.481,19,11
security/nss/lib/freebl/blapit,24.145,103079.623,3.481,73,16
security/nss/cmd/libpkix/pkix/top/test_buildchain_uchecker,2.653,3.505,3.481,1,20
nsIContentPrefService,2.621,0.0,0.925,0,0
nsISystemProxySettings,2.621,0.0,0.925,0,0
