node,page_rank,betweenness,closeness,indegree,outdegree
mozilla/dom/HTMLVideoElement,1.505,0.0,0.529,0,0
layout/base/nsIDocumentViewerPrint,1.638,603.025,2.03,3,8
content/events/src/nsDOMEvent,6.389,72935.371,2.03,76,54
skia/SkDashPathEffect,1.505,0.0,0.529,0,0
ipc/glue/ProcessChild,1.505,0.0,2.03,0,5
sys/isa_defs,1.505,0.0,0.529,0,0
media/libtheora/include/theora/theoradec,2.287,7426.144,2.03,6,5
nsprpub/pr/tests/dceemu,1.505,0.0,2.03,0,3
media/webrtc/trunk/webrtc/video_engine/test/rampup_tests,1.505,0.0,2.03,0,37
gfx/layers/d3d10/ColorLayerD3D10,1.776,0.25,2.03,2,7
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_amr,1.61,0.0,2.03,1,13
security/nss/lib/ssl/sslsnce,1.747,41594.291,2.03,6,43
mozilla/BasicEvents,1.505,0.0,0.529,0,0
js/xpconnect/src/XPCThrower,3.177,5792.532,2.03,19,7
ApplicationServices/ApplicationServices,1.505,0.0,0.529,0,0
media/webrtc/trunk/tools/gyp/test/mac/framework/empty,1.505,0.0,0.529,0,0
nsILocaleService,1.505,0.0,0.529,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/energy_inverse,1.899,2.0,2.03,2,5
js/src/ctypes/libffi/testsuite/libffi.call/cls_20byte,1.505,0.0,2.029,0,3
intl/icu/source/tools/toolutil/udbgutil,1.881,9174.851,2.03,5,30
layout/base/RestyleTracker,1.703,101.273,2.03,3,21
dom/plugins/base/nsPluginNativeWindowQt,1.505,0.0,2.03,0,5
other-licenses/7zstub/src/7zip/Archive/7z/7zMethodID,3.472,4749.078,2.029,7,5
content/media/ogg/OggDecoder,1.962,91.396,2.03,2,4
widget/gonk/libdisplay/BootAnimation,1.775,5916.105,2.03,4,20
security/nss/lib/pki/pkim,2.886,430.553,2.03,15,10
security/nss/lib/freebl/mpi/mpprime,15.834,57067.258,2.03,21,8
dom/base/nsWrapperCache,33.99,71969.004,2.03,190,14
security/nss/lib/ckfw/capi/constants,2.133,5.5,2.029,3,4
media/libvpx/vp9/decoder/vp9_onyxd,2.34,176.536,2.03,7,4
intl/icu/source/common/ucnv,3.666,10876.777,2.03,24,29
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCService,1.917,407891.987,2.03,5,53
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.103,26.504,2.03,5,9
netwerk/test/ReadNTLM,1.505,0.0,2.03,0,6
mozilla/dom/SVGFEDistantLightElement,1.505,0.0,0.529,0,0
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,2.493,7185.583,2.03,2,4
content/media/MediaShutdownManager,1.911,12122.856,2.03,3,21
ipc/chromium/src/base/message_pump_default,2.294,8027.051,2.03,3,10
modules/freetype2/include/freetype/ftoutln,4.339,4925.494,2.03,23,8
mozilla/_ipdltest/PTestLatencyParent,1.505,0.0,0.529,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.505,0.0,2.03,0,7
gfx/gl/GLBlitTextureImageHelper,2.005,18584.824,2.03,3,18
dom/base/nsLocation,1.61,212.67,2.03,3,35
security/nss/lib/ssl/sslerrstrs,1.699,13690.016,2.03,1,10
media/libopus/silk/float/find_LTP_FLP,1.6,49678.31,2.029,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.505,0.0,0.529,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.8,25369.435,2.03,3,12
modules/freetype2/src/base/ftgasp,1.505,0.0,2.03,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.809,796.039,2.03,2,8
gfx/skia/include/core/SkTSearch,10.123,913.815,2.03,28,2
layout/base/nsCounterManager,1.628,87.879,2.03,3,21
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.505,0.0,2.03,0,2
layout/printing/nsPrintData,1.602,0.194,2.03,2,17
extensions/permissions/nsContentBlocker,1.902,5151.738,2.03,2,21
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,8.631,0.037,2.03,23,1
mozilla/layers/ThebesLayerComposite,1.505,0.0,0.529,0,0
security/nss/cmd/modutil/install-ds,2.329,195.72,2.03,4,9
intl/icu/source/i18n/zrule,1.589,0.0,2.03,1,16
mozilla/net/PRtspControllerParent,1.505,0.0,0.529,0,0
media/webrtc/trunk/webrtc/common_audio/signal_processing/cross_correlation_mips,1.505,0.0,2.03,0,2
netwerk/srtp/src/crypto/replay/rdbx,1.715,37254.0,2.03,2,5
js/src/frontend/FoldConstants,1.815,296.801,2.03,3,24
modules/freetype2/src/psaux/psauxerr,2.571,19.571,2.029,5,3
dom/src/storage/DOMStorageCache,1.814,21475.504,2.03,6,30
layout/style/nsCSSPropList,10.957,36075.584,2.03,10,2
gfx/cairo/libpixman/src/pixman,33.573,142926.118,2.03,62,13
mfbt/double-conversion/cached-powers,2.603,7180.0,2.03,3,4
