bug_id,bug_inducing_commits
1171603,eb3b772bac41
806283,
806280,
1238142,
767337,c7d04e4989c2^8223367a233f
849947,
1119456,499c81cdff30^8b3c4d6edf9a
1142433,05fe24d0499a
919078,
1121706,
919076,eaa3e3765678^49a583310573
723772,
1073924,
1072036,
1175273,
985416,
1183837,
870593,
911246,
944443,
944114,
1206124,a8473627ca5f^b4c5a27a1ab4
1213693,
1008610,3b5fb4abaa3f
1008615,
820128,
1067191,3d51132a0099^037363fa0258
1067444,
818072,
879924,
611553,de6f7f2397e8
1108701,3de3edf0c698^7fdbefd9f1dc^35c234ac0a04^260568d34eb7^0aeaa1024b2b
801035,
1131487,ed5f95178615^96b86345fe30^d1f9af19d675^8a4df73f1ab8^d5eb688ed4a1^7f2c7fe98899^09707dc6a3c5^0f9b7c71ba3d^8c84373abd46
1183296,
947862,92fc4bf7a9e9
1225456,
1221421,ed4b995667b5^7b4c0588cba8^2952d7a31a23^7ccb13e479c4
818079,
1077718,
1195981,
1136450,
985195,
1069673,
1062016,
1218908,
1167230,29ac4f012129^150dc6f78470^ea1f7a05bd32
985193,42a50bccf86e^7be9684ce3a7^ed784e42dfe9^205795b2962a^9f856f094fea^a16372ce30b5
700498,7e5853562deb^114a969caad4
1212610,
719493,
1234280,60bb5b8e5ae0^266fac2f7b2a
1133426,
709776,
1252869,
1132825,982c4dbb6927
688974,66c8ad02543b^d10c089a6888
851489,
757776,
1049801,9cc90a4b6475
1054965,5e74101ce59e
1233086,8bb1ec138e9c^e018c1a15e00^616a7e93b73e
774134,
1259785,e195dda5f23a
788181,1bdb337e3136
964511,
1060944,
964512,ea3a3ca326ee^396bf925984c^365d0a50014a
837292,
1287185,
993554,
976513,
1024965,
1150021,9b2a99adc05e
1121857,169e189085e2
1152104,6280b92abfcb
1118686,12348c397b08
1141775,
729145,e6e3821a4b95
665548,19731df33d98^2fb2078e13e4^da473f63b7ed^9b2a99adc05e^6b821bbc782c
1115227,
662261,
907918,
1118689,9b2a99adc05e
1200602,
1150127,
1150124,
1090173,
1106043,
1090170,3ebb4b775eee^a0efe9a4f4da^1a2f85fcf598
659266,
659267,
803880,
785259,efae575a79e4
1202677,
1209967,
913603,3487552eaf91^51954c20c9f7
710704,
1287235,
721125,
789059,c813eeb62b92
764176,
1215699,2ffeac43b95e^2572b784a8bb
1108059,
941744,
1108052,
1256952,a1b1f449a7fe^e7854b4d29ba^a16372ce30b5
1108056,
945429,
1279317,
729850,e6e3821a4b95
1246622,
815961,
869040,5a277db93666
1160313,
1176929,74ba454a1821
862540,9b2a99adc05e^3e232dd3af61
1192989,10a7d6c3fa97^fa5d3f420ee6^9e0680f301a4^4ad33575aad4
965137,
635825,
803775,
1110760,
765139,
892246,
1288401,
867193,
912994,
691096,0912e0484031
1065591,
969528,
774081,
774084,eff64129a6f2
731896,1995edaefd3f^4751ff283ab4^f6d27eb05ec1^e7854b4d29ba^cb17f4d92942^fa74947a7f20^7299264c5204^8b5103cb12a6^c2843401d2f9^764614e8e92f^c11b50467863^ec7577dec4fc^9b2a99adc05e^8bfa6babb89b
979378,
757431,
777578,
981614,
1295630,
737384,9c869e64ee26
1238707,0e3900a90031^ccc1d3d2d2a7
1179123,43b42fb3dc19
1295639,
989466,
1165163,a74e49e232f9^e2b9d289514f
1209385,140424a59bd7
673122,
1267639,
1227210,78f957de5c9d^2afe2414f3fc
1119220,87bc65d02a98
1125503,f0cd9e9e87aa
1026338,
1002340,
765227,dabd7c594ea9^10894668e37f^5060dad145fd^c20d415ef1b5^30babf8e5573
793434,
1068852,
765220,
765221,
1151299,
1220891,7fef7994f691^a142bd33d9fa
750698,
1273202,e844525de4ed^02a1d87c5c6a
712414,
825697,9582ecb8db2b^8eaf364324ce^f8620fc3f18f^9b2a99adc05e^b456317ba3e4
1278041,aeacfe204b8d^bb6bfd172d6e
1245447,
1019417,
1146921,
714713,
714710,
714711,
886213,
714715,
1272557,
784329,85a3f4b90adc^b7f3236f127b^b3da99fa9720
1101669,
1265771,481d03d19f2f^7501fc5a3bc1^6e251f2906f5^9b2a99adc05e^b676ed621835
1014181,
782412,e7854b4d29ba^1abd98b9df00^f76fac273005^7c6637b28e51^aa28638dc457^ec7577dec4fc^9b2a99adc05e
1041785,f40f6fb9d98c
969479,914e2811cfca^771c895e8b55^f5a301fe9ba5^fc4f105722ef
912379,7ca87dc456a9
1041788,
1204061,a80424c4b0a8^bc2c62619a12^20729b28eb1e
861595,
1247977,
1146696,444f904de5a7^b6b78a8f4ab3
1188156,
1000149,
710511,d3d024159f8b^62e0965bc0e4
1175714,338b88955a80^bb133d578f86
555474,9b2a99adc05e
1157712,
646757,
1111412,
1111413,3de3edf0c698^faef3e2c3420^fc29e89ab9b1^786ff9a62a39^5519fd827576
1214122,33c588a14445
1211335,
1211337,
959615,969cfcbb1c9c
1190238,260b69b01dc1^36d06eceb29d^7fdbefd9f1dc^3de3edf0c698^0aeaa1024b2b^f50cce157844
744070,
1066816,
690870,
1032932,
1077274,
1286005,74e5dc1deb8e^09db4a9612ae^53bae7141bf6^0c63d1c53e49^9b2a99adc05e^ed68058029e3
1057598,
1204441,
1198415,
921850,
1215750,
1148978,e3407279f372
726001,
1141622,a1463070ce71^8c3c368478a0^e9a8fe34405c^038e89521330
716417,
1148973,
713934,9b2a99adc05e
1083058,
1164567,f23cea600bd0^95b76549de82^cfaa8aa62370^ac4464790ec4^b913d21dd208^e7950dac9a28^bf45387fc47c^8c49a59be57a
1133167,
1122942,
1297941,
830214,
1074678,
925199,
1074676,
1074674,
956690,
1074672,
1262456,439f35445959^c1f50ba71bfe^b680d92e4afc^9b3787b43a59^2de6cbc18110^980de2427838
806611,
1073027,
1217230,
837845,c420b26e7e84^d4bd0f9bece8^6450a26eb74f^28a1e03302e6
1185589,5abffd2c5d9c^909655c3ec14^ac32ace7a22e^40db7da176c2
887121,
1230209,
821865,
1228277,
1059600,
668633,7642608ac4a5
1126739,818f353b7aa6^879934b114f8
1164784,
980220,
1276271,
873926,
1207864,9b2a99adc05e
998687,
755429,
1083658,
719531,9b2a99adc05e^f915a22def59
824634,
700555,
1142849,daf5c861dee8^9f856f094fea^a2dd570e9350^f9dccfb26ec9^a16372ce30b5^be76c67b791a^2fa9d9762eec^9b2a99adc05e^8e14e87e07c4
1024757,
890985,
1086683,
1020041,
828124,856029ae9d2b
817476,
817475,
888225,
1263032,
1176565,
1216250,
1096534,
982993,
1289970,7f2e295e4981
1106906,eeb943d179c5^cabb8925dcd3
762309,
802914,
772908,
772679,
790278,
1163035,
772676,
865746,
800041,1a0f2d658a49^a3bcab53ea0d
797059,0b2fc4bb43cc
914029,
1222747,
1201832,
1062483,b2326bbb0c28^8382b9e3a551^dae1f96f88af
1162253,
822698,b29ecfdf4255
932361,
689966,
1072991,d5f53cea0e18^047132a1517f^c30b6943dc98^e0180fb7eec1
739763,9b2a99adc05e^28288ae6d58c^1933e939180e^5e098d789ca0^fa9a5d22cd9b^860a9acc39b1^afcae9cfb798
739093,
1279140,
1279143,
1055973,
899352,070eae66032b
1109283,
939719,
1187466,
1269909,
945655,8d737d52c4cb^b3f360237e89
849888,
1267195,40a275481f3f^b5d8474e3042
1107009,
799180,
1037641,9b2a99adc05e
799185,c92d00f777de^c0195737650c^57e4febd2775^4ebcfba34c38^f0ce5a01e4fc^9f22813d133f
1187322,
1182551,c6a959580748^2dc9da1db912^a2882af29c29^3cb5f5c8fdc0^02d4867eeb1f^af21a5a0956e
1052387,
815076,
1189058,6354187a454d^5dd1785e07a0
1182009,
1222291,
930141,
798275,
1052389,
1120075,
1151506,
941887,
1091161,
1265173,d7976fa32978
1256541,
1256547,634dc82163f4
1120079,1ef10ba3d73c
1156878,
1156876,
746103,d0c192e5bd41
1045690,
786417,
757711,314cab6ecbe3
1045693,
1080688,
765150,44708c07084e
884057,
1292181,7c4176c6d880
919681,
1224254,e1fb91e37cb8^daef3729bce2^daaedf8c20db^e981813e29a8^e4cccf4390c6^bb0c777636e9
1247366,
1208977,dec41eaf2fed^c8d53164ac16^807550417c75^56339de6e744^f52c18aac7ce
664996,
1265281,
786248,f07aca82e80e^ec15be691f62
1260673,
1114329,
1119947,5536f349f504^f57e6c8a9bca^079071eed1d1
1268462,
1159083,
1119941,
1111788,187b1aea9615^27ae9275cd05^a4b51aff4b3c^b0f278518345
1259641,
1071360,90143e24ad66^5efcb9c3b375
717428,
811183,f1b524d51e6b^4bea9e9d2e2c^a39913319ce6
1107666,5f7dc391e861^3d54fd14fb9c^95f848f55c90^3697556d43f7
765941,
992218,
744850,
1290866,91056939fa77^c033be95eb1f
770886,
934166,
865948,
770882,
770883,
720427,
1275863,
887791,dae302e05a8b^2886e8e67bfd^d0dc8a672b31^edb9b1b565e6^294b4124af58^17c65d32c7b8^3a7d4085787e^3d763264de13^3225e8f5aa5f^b5c4b792f3f2^c453741bcbdb^913708d05f0f^df8b93c91fe5^8df73bd34304^10f2bc57c804
711648,
1060888,
1007824,f2e44e02f874^cb02e3858e1f^c0e86fd53a37
813531,fbca3a801c22^a1d1e59ac1de^8dc6d1111442^a16372ce30b5^6e0f0a9228ce
940684,
751643,
775543,
794038,a71056f6ff2e^c7a96c0ced36^d9b35fd9b4bf^a795d222898a^f4537a268e6f^294b4124af58^3d763264de13^a16372ce30b5^1388b00e8b64^9537fbb2b5e8^ec7577dec4fc^9b2a99adc05e
724516,
1031303,
794034,
860578,
698079,
1242467,
928619,
796094,
774142,
1201498,237edb7e4ae5
1148196,4f5abfd3505c^61959adde761^2323d0f079f9
811238,
750598,
941559,
789937,
1070768,
720521,
1054733,
1061684,
779638,d7d612dd7255
1181582,
1253886,
1181580,
893661,
1170719,ec7577dec4fc
922493,c860539f82bb^6dd068259832^be2e15a98350^328ba3501b3d^c4f83d9d8243^9300e9961070^2952d7a31a23
801831,a1447697e309^ad399da18b2c^8db8eef79b8c^af3ff9bdcc7e^9d6cdff3d7be
1242562,
1266484,
1001850,
751422,e7854b4d29ba^9b2a99adc05e
1262811,
893184,e3b899354a6f^858ab0d138a0^985508c04c80^b674f0e40c8e^d4e35005f5a9^9b2a99adc05e
1124952,
1279039,
984830,9c18da81043e
1105189,
1001854,
750778,
1266733,
1101304,
825205,ff0e65d0ee17
970076,a0e2b7b7f5c4
712065,
840906,477a1c6b95f9^7c8138b6848a^9b2a99adc05e
1144738,91a585e70f28^612f4837513a^ed4b995667b5^ce1959c9b3cb^8bd37328de87^3f7d0f1390e3
803344,
995075,
763592,
959130,
714978,
989876,
858691,a9ab0881ebe2^a96c68ef05a9
1089413,
691137,
1243335,9b2a99adc05e
1061136,9b2a99adc05e
1271523,
1271527,
1271525,05c65951f21d^55fd1f69a9fd^e8c7dfe727cd^8501dbd5fbb1^c61b05d0af51^7e9f88d61684^d8b8a8ac1d1e^ac350571e7b8^47ff2362d955^98c72746251e^5b615a235096^acbda99b64a5^8a7d924a0f34
1276062,a0862cfdec39^9bdb998af6c1^9116170485f2^3706401f8cc9^2afe2414f3fc
1146773,
1245277,
757593,4231ddd5f31a
1246128,
378637,
999585,
916316,
1060621,e4b7f7fce83a^8560fc7e2849^2e66e7007223
1277255,361020c5f954^d19089f75144^1f84dea6508d^699db88b5ea0^b234c7370793^06e3d7e19a09^102eaae71580^fec317aa00bc^15b761835183^5dc991cc398a^aab96936a177^06aec3398e05^0ef53633ccc7^437dcecc6377^6c2df11a71b1^0857f2bc8f8a^43fd73efefca^f6bc026a0c36^5b0d7c8c9cda^33000157292b^73e07f2487db^a4ad67fc1d3b^096d62676298
1060623,
707207,
1237145,
1038354,
1110950,a3cda2dce88e
809930,
941873,e613a92165a6
787334,
738961,
873003,
1018430,
1232313,
852164,
1227666,
813587,
1227662,
1228950,
853564,05a2876b0d02^b0a701fd2322^6925601f4299^780d5ccc064c^c0873dd40e2d^7fda546db6a6^9e2bdda8c3ca
1074280,cfecc1e79952^78f957de5c9d
1066664,
1164952,
1045053,
857413,
886156,
1258375,66b7259580f4^0857f2bc8f8a^afdf04262e61
1040575,347128caddd5^78e41d936992^1a7581b871cc
895931,
1250050,
757909,
1255576,
1125776,7c73f7c68c41^06275a674a57^19608b0262ab^d911ec123f2e^99d8d92a319b^8a4df73f1ab8^225fd7ea8fc6^ed5f95178615^1ef10ba3d73c^0f9b7c71ba3d
895939,
950241,ccfc7f55f776^4d152d0220be^60bf438fa2f2^2cf4ecefa258^ef5ef338cfcf^c20d415ef1b5^5f0882ee58c0^76d9e8da43f3^f8f04499e62a^15ce5693e28a^a85a2ddb41bf^18d884c5e7df^0d177dbf23f4^7ad2f3b9823b^2175dcb4ca0b^58652b0ac86e^f9e31850d15e
748212,db1398b72779^ab172b4ca00d
773432,9b2a99adc05e
1151086,
740233,
740235,
969592,
890374,e7854b4d29ba^ec7577dec4fc^d9b35fd9b4bf^d0ae0ad68015
969045,
1151089,
936359,
1187631,
982697,15500baebbc5
671428,
616491,
1294407,f5a4769477bf^305edcfd6460
671422,
833823,
932176,7bcdee03b553
1282283,b6e08b99faf8^e8c7dfe727cd
1224291,
704989,4b87afed1d1c^fa04ab6995e5^d8dc49d5bd60^68b7ba483004
1156058,a957533009df
1156505,05fe24d0499a
1120813,
852787,
754453,
754452,e7854b4d29ba^8ff6056308bd
852782,
1152219,
1235642,
831087,
1132796,0a0caae8e447
703056,
816603,
1249503,cca1dea21a0d^dc542bb8011c^87ad0c8ae369^ac4464790ec4^8b6e4d0527c3^f33d8dee54da^a920bf34b576^3ecc82272861^4ce92d6fa22b^cbc434567439
1172710,
669228,
785860,
966124,
1172716,
821329,
903637,
1265902,e8c7dfe727cd^36fd2c273344^802512ee57ae^46d9e7687722
870200,
1178378,
1185115,031f438aaa23^05fe24d0499a
824132,
821453,
781143,
935788,
899296,
1116806,
820496,9b2a99adc05e^fe921e2ad3db
1154902,
989133,
820491,
1283881,
948549,
1171629,
752851,
712289,212d9fcab778^9c869e64ee26^d6d732ef5650
1046500,
1142455,
832193,
1041226,55762bee8f27^a4b51aff4b3c
1142459,
1253500,
927901,84b9f209a913^9b2a99adc05e^378505d09d17
903586,
758620,b2f81c86f2dd^961c46c2fbc5^1fa2ea598652
1228590,
1175293,
820148,
1221348,bfea9da8cf9a^ae31deae1e25^b7b4f7c13d92^88b05f9375e7^9b1c4da648ca^57acaa90d7c6
1224433,458e4922a69f^237e5755e750^bc427f5ec61b^8dafa8b0a2b9^6cabf68e297b
755638,
799043,
1259811,
1259810,6e0a245b7492^b7b4f7c13d92
786886,
1173195,cb952b901cd7^1f5252ebc2c0^96aa9d33a1f5
1017393,
1191421,
1053245,
1046644,
1046645,
788216,
849353,
1179779,
775042,
985172,
1167782,02e762e39d42
932282,
963083,
891136,
1129267,
963086,8d737d52c4cb^1edd10e96bdf^172e1c46f2d6^cf1cbaffbfbc
1129263,bc91ce9bde76^2ffeac43b95e^6e7b48d0357c^c5d415a669b5^5c4992ad7c89
753458,
704583,
1159500,
753105,
753102,
830652,
1125940,d874785394e1^8d846fde08cb^53a14a912960^86f23a66df4a^e94f3dde9619
830595,
744992,
892441,
1042885,941694c1b9c9^6e2c2a52ae8d
1042889,
1071774,
1071777,
1277818,639d6b288e9b^3de4044b57f4^53e791a65fa2^27e93cb03221^62fd545b97fc^827f631db4de
826798,
938857,b5246d1cd364
1192214,
830842,
1277814,a509c974aa1f^e419bcecce50^909f6cca63b7^bc49eed94bf0^61ee01b6a46d
1149761,
824868,9b175938ba35^9b2a99adc05e^ff839c09c3c3^82d45d6f8964^e9ab3e8d4303
1124018,
709531,
1182496,
824862,
824863,081ed10e1bac
1268677,
761785,
1234778,0d8e85b59832
1035075,dcae72a1333c^ec7577dec4fc
945223,3b7beec0c6e4
715809,785a4fc138f5^d74379797d5e^ec7577dec4fc^3e41c4b388c3
663746,9b2a99adc05e^19337c6ac3ef
1128521,
718296,
1067429,
1120149,
871338,
1145101,9f8755778ca6^581ed2f292ff^46b6cb002a34^115abd2ff483
718290,9b2a99adc05e^236ba3dfe647^006e1e7dd7c1^9a1c991eddb0^e1b8c5fe941e
876313,
769754,
823147,
1144509,
803571,
724161,
879921,
785275,85a3f4b90adc
914920,
914927,
1222171,cfecc1e79952^14829d658500^feb0f7522ece^3cf51abb4040
1240133,
805759,
1256686,
1177634,
1276857,
932820,
1210941,0d40b8591124^48578447ec42^5609cb03aacc^f549cbc05cde^ac4464790ec4^9956e7b57de9^b5c4b792f3f2^cc1be1a068fb^90b8bf917db0^f103eff52a1a^c281d27fbffc^53eebf02eac7^72db22eb14fe^5c901d7e88bc^e26d4bbe9a31^59f4a0b142d6^5783ae461579^ebb7a4c5e5f2^e8d2c117e4b1^ec7577dec4fc^9b2a99adc05e^79b27ec730c2^b4c5a27a1ab4^ece8b0253775^a8473627ca5f^a5c25038d81e
766942,
1255375,f04ec936e226
1244734,
1213416,
1223378,237edb7e4ae5^a8d97dd72f3c
1063748,
845147,9f856f094fea
1016039,
1068290,
1045739,5f7dc391e861^c1829adc0388^f47a37f59752
1045738,
1160339,
769475,99a6a46456ac^5c22222c03a5
1232287,
880109,
738774,
1034672,4d66cd80b6be
1247641,
729872,
792094,
1293127,
1244595,2c8c77ea3a05
886921,
838319,b5246d1cd364
678928,56b60d340857
1296449,
1293128,
1111041,
1130948,
1193038,966db7a40427
1151318,
1120629,19b8c420b13a
1021123,
749816,
1233208,179b22b687c1
1239789,aac7de995646^229140e62d7b^44c6d392bbc8^12f6fad66924
1181265,305edcfd6460
1243453,c92bc89edaee^2b94fcb274a1^088475a1642e^dcdc51bc1466^cba447567a56^64f42cace9f3
978048,
1040905,55762bee8f27^a4b51aff4b3c
815743,
829954,3169efab0148
1014794,
713072,
813906,4e6ea8453f84
829953,
829952,4db1cd62b2c3^f692ed55fb8a^cbb357e956e7
829229,
912173,6543154c7487^a33154335e37
988863,
988862,1aecdc720018^b5c4b792f3f2^12e72f2f90e3
1146904,
863929,f1b524d51e6b
1085158,
1201535,94f4dcfd983f
1025956,
812517,1301a72b1c39
1253959,e8c7dfe727cd
1273229,
1022624,c43d0ddbc1c7^69fa298ab6d2^6a859782966e^a9a0ef513220^74b07332a161^01dbbc492f15^3f26b7bee352^7d6e5cd7fe20
712477,
901454,
1245463,34ec7493164c
815239,
813172,
816453,53c6e565cfbe^8e24562328a9
1158906,
816457,
752799,
818618,f1b524d51e6b
1032139,
953394,b7f3236f127b^ea218a65affb^bc91ce9bde76^b3da99fa9720^65adb5a76773^85a3f4b90adc^9b66e1175815^1ec8feec4ae1
919838,
969458,
1154683,
1147122,
1218326,26bd374d3513
716595,
872543,
1299247,
674731,214726475a6b^f1ea5b6264d0^c7d04e4989c2
970483,4d2eb79e83b3
934509,
656120,db8be4e3f373^ee3a4f429942
843733,f8a6a5d28875^5f543808812a^3b419a7a354c^f6904d54b441
1104279,
1292529,fdea8d099dbd
717180,
980679,1a4da037387a^9b2a99adc05e
777805,
735517,
777806,5f4d6e20b6de^027e317d7b5c^9b2a99adc05e^4ba9cc4ee095
1194265,
1199923,6d7069935a34
1119033,8a4df73f1ab8^ed5f95178615^99d8d92a319b^0f9b7c71ba3d
1070755,
925427,
688692,
854803,ef71ebfb90a0^3cf71e7e1efc^7d0a6850c887
1190210,af88cf4b922b
776600,
1195683,
1179285,b5c4b792f3f2^3df5d287f516
1061475,d0e8a46aad5f
806583,450f539a3dab^13c6e0ecf8a7^9b2a99adc05e^1556064f1c20
1224875,
806587,
917841,4250c3243b93^1f3587e02361
684506,9f28a8fec3cb^59c205c5d0ad^9b2a99adc05e^bd9dd7e4c7ff
1198435,3da55bab7796^83e55a58ca14^09d5d6e6dd28^eff64129a6f2^333f330e2952^af64d768c0fd^946e320a1776^b22438ffe268
985958,
832341,72a4289d68a1
1258212,
750019,
921522,dc4d137f1cce^343315251a40^076d87bf30d0
712296,
711515,
1169314,
1113567,
1020411,
888692,
830278,bc10dcdc3b1e^9b2a99adc05e
675416,0b19a0dd6ab3^504270705d88^1b53b22ecf5e^7a7d0da67610^1b154964463b^748c6c4fa27a^9b2a99adc05e^db7b8be0ba56^afcae9cfb798^d229dcefb12e
897162,
1155083,
890516,
1057626,
832524,
839310,f2f1c863316a^9b2a99adc05e^4a432c2d1b41
969904,
1157029,f7c2fb1d3aff^8892214038df^964918951707^d0566885a653
962767,eb675de841e9^3925750b682f
966665,
969902,d8dc49d5bd60^6cfc4f26a183
753665,1c416ab33c8e
1239137,
880171,
966072,
879111,
1194884,9a7f85687fab^5a780859dc1c
836990,a08c5203f75f
1054191,eea4fefd010b^d556762ff012
668344,
1261907,
1246209,
704415,
806056,9b2a99adc05e^479a6867fcd3
721484,
1109849,
797021,61b79c82bbc7
1143629,
1108728,a7c70ff62b83^079071eed1d1^8049aa5027c8^89085b91ea2c^43566dc5dfbb^4ea8f4702f84^f6e450faa7a2^a16372ce30b5^bc91ce9bde76^9c0afbe41ce8^5536f349f504^e176352bdcd0
1173998,
1143194,6bfcb81d3716
1277064,
787102,a15d75939cd5^7d3e502fb58c^ada1992ccacb^6ac410348fac
806059,
824651,
780486,
1024778,
871153,e455dcbe23fd
1110149,
1283582,
780481,
1150695,
824658,ed488f577c84^581a0260b08b^205795b2962a
1130784,e875c9862afd^d4b2e930ecd5^f514ab5c4b5b
1282545,
883748,55d6c0e8f7cc^d62ba56adc27
871156,
828146,a16372ce30b5
828149,
1276931,e8c7dfe727cd^b0d7055b1049^a16372ce30b5^ce0759a746fb
715129,487e81eb1b6b
1234186,d42f9b90ecad^afe1069742c2^9b2a99adc05e^a16372ce30b5^477546db4a94
888201,
772656,
1096089,8a4df73f1ab8^5cf7d475651b
857201,
790649,
710433,
795015,
952846,
827106,95c3be680b26
1042699,
1221238,
806634,
948157,
1186856,e48a1782de89
1138777,d983e7eb2ec0^a483e217bbaa
1196301,
1138771,
797700,
944321,
1250847,
914005,9f3391b5ca0c^a16372ce30b5^617107cdc0f9
773929,dd84f621ca25
812121,dd6c4f6a2448
765048,d533854a7e2c^d8dc49d5bd60^6fcc82582c2e^ee6328d11bfb
836448,
963143,
760970,
943174,6fd4bb500d42
737821,
1049302,7dda68e6ffba^038e89521330
1055464,
835978,
1139174,
1045500,
804985,b5c4b792f3f2
847959,
1128389,84f498627e87^5ddb36faf9ee
1131788,41c241079f25
917595,
1152022,
784055,
708616,
1128381,f75676ac4f7d^132c98cc7e95^ed1950e4c697^015a8e5010ee^426dee2867bc^d7680ff0e960^c603370ae39d^3e84e08fef30^82606a995121
1172137,
1183375,872df69a912c^280cf89fa30e
1189709,f290fbb44af6
841462,
548133,9b2a99adc05e^c5b6d415d822^9af2a428dcb1
1052900,ec7577dec4fc
841466,
753845,
986324,
1189702,
1189704,
1259482,
851781,
808243,
827654,6464b79a1cf9
667507,b079aae53212^339457364540^739ba00b0d3c^dc137da5a3b4^d896fc27a7e5
1264505,855997734816^aba347b49c32^38c7d7a7f586^47f9a8febd8a
1120017,5519fd827576
891650,
827304,
851788,
827303,
701227,
1208956,
1262767,
811120,
1208953,5936402a349d^36d06eceb29d^9b50d00dca64
1115925,
1128038,1f052f973ee1^088897ae34f2^9f442730a6e7^3125aa54ca3e^32e40c42dc81
1021335,a9ab0881ebe2
1109155,
690134,
1107925,
1149377,
1086958,
803853,
940379,
728426,
1000423,40651e2d3cbc^9b2a99adc05e^e69483402ee3^a16372ce30b5
1068603,
1145844,5801ebeeb3b6^d713f17f6575^508aab34b220^3ada01d5cdd1
888972,
822933,079071eed1d1^d2d79b60f068
1114347,
1008402,
938395,
992274,d71234d65e90^d6f5085fec81^1f3587e02361
707142,27c140d86b1b^618cad1b1743
809028,
1275339,4ab338518d02
1247122,
868742,
744838,
724284,b46ffd95bfd8
813947,40a8737b62a1^576c66cb9f2f^812ea773f166
1176730,1ed1c0688bbd
1208489,
1183954,3dd64eb9fcf2^119d46e5cec3^dde6b08c74f7
720442,
744836,9b2a99adc05e^e3365dff8c5a
1247706,8315a152ccb1
985786,
1222812,37cb11f41bb2^4d58f27af3fc^bfef9b308f92^494483cbe311^75c93e9a7c97^f53268a84b23^62f19ed60528^f1e5eb8741ee^d9030b34bb7c^343315251a40^395fac6a7de4
965811,
860599,
1222819,
860591,88f469d18c97
1016953,
941201,
1044077,f223c7d06f91^5b69776cb061
774169,e7854b4d29ba^9b2a99adc05e^0d351a1bae2b
1210534,
803638,
863025,e58f99cad251^b5c4b792f3f2^9b2a99adc05e^a16372ce30b5^ec7577dec4fc
750575,
771401,
1251071,
752713,
720509,
801855,
987497,
840739,
1245870,
738458,33000157292b
987492,
1118528,2e6011266bea^99b9c2fca066^1c7ac8ef924d
938640,3a51e992d7f1^e7854b4d29ba^43135307225f^a92e9a47f2c2^3991732978d1^db27d37d7879^d9dbb5dbb96a^508288a2b62c^b2ba5a0e5dda^b5c4b792f3f2^00534980e998^b9d4cc7af705^9b824b261c87^ff2d4ff05af5^ad65187427e8^a7a981294c42^8ad9ae79ec74^9b2a99adc05e
858459,
787743,
1094312,
858455,
1046369,
858323,
823550,
1147992,
786386,
660416,107bbdaf84c0^54505530d11b^5b26a3e78cdb^22339d7aca17^11771c2119e3^9b2a99adc05e
965468,
1244693,6131c6ac70cb
1009161,
1122526,86305651c6b8^e7854b4d29ba^9b2a99adc05e
1084140,
1121878,
979054,
979053,
1269317,ba0b2f1ab14d^ed4b995667b5^021fd4e03439^3ba0894ccdd1^ce2910a5da00^c1ccfd8f31bf^13cf8566804c
750712,
1197211,
988410,
983709,
1082662,
1121876,d8b8a8ac1d1e
968267,748cfe2f9383^c20d415ef1b5
1208226,
830042,
1253604,
869368,
1261129,604c7c7a01f3
987140,
970013,
966510,
987147,
812161,fc63a8402196^b5c4b792f3f2
765156,
793372,
1271502,
847021,
803327,
721719,e76d7213680c
1084498,
789773,
725152,
870794,
880377,
1084362,
789958,
1084496,
712627,
820497,
642257,41143b03b5a1
915835,
904104,
1245251,
639303,
795833,1c416ab33c8e^d10af1d1d985^677dd7cfc2d9
933992,
842657,
792280,
1160101,
776836,
901880,63e6f23138fe
1179772,
764405,
1122387,8c3c368478a0^c033be95eb1f^66205061c13f^d2b38501de2c
877057,
1257554,
1193950,
1218799,53063473eb54^e8c7dfe727cd
1002933,ae65ce5431eb
1258041,
1061805,
1251921,ed4b995667b5^265427a0694d^c9c7ec25b894^953dc75f2bb9
1066609,
922601,2ffeac43b95e^e2f80c264f10
1251922,
1070251,
802740,
842389,13ee7ebc101a
1143299,
977543,
809913,
989230,2cfe694cbc1a^01dbbc492f15^3c9f6c799fed^6b0146349051^b5c4b792f3f2^9b2a99adc05e^ec6f95743c5d
815793,
1074817,
1137129,
1227023,
1055102,
1202887,d19a0d92455b
1255597,22797d62aa14^5e9a6613f8ed^06e20efee31f^5f4d6e20b6de
987415,
973932,
973931,
1270670,
817669,
1111598,
970362,516e49e1d228
833808,07e8d72aab2b
836838,
899102,9b2a99adc05e
1109437,e7854b4d29ba^079071eed1d1^dc1d14484d6e^bdbd140fd8ad^eb74c885c0c8^b49cba7d3b28^5519fd827576^f14b9781345f^97e08c477d63^d1583ed19bf0^8c25427adcac^037363fa0258^9ef1298abf22^3dd3a6bdf339^7c7fc17410e2^a73193e9b9d8
749976,
1264694,
1294171,
1120389,
1259228,
1101416,
1272219,
995943,9b2a99adc05e^cf9e342c1e7c^eb870a41e5cb
1163487,
1235118,
1242208,
1053889,
799813,e7854b4d29ba^0bf406200238^effa390ec9c5
754472,
654601,
1089463,
1188344,
668639,
1008183,
1175104,
874502,e7854b4d29ba^9b2a99adc05e^bc10dcdc3b1e
633427,ab5ad57e8eea
821304,
799282,7233dc7d36c8
1009586,
1109389,
1143878,
694149,
1206701,
1206700,8c02abfe5360
717975,
854018,
708280,
919030,
730829,
1262591,
928722,
686579,
1181651,4bd579e7389a
1237848,
1241408,deb6d7d73c93^807550417c75
