bug_id,bug_inducing_commits
885668,7ecd038b7b0d^b9b9d9f379db^c84500983512^93ed679edcc9^2328647c5d6d^b5c4b792f3f2^119014ec9c62^a16372ce30b5^ec7577dec4fc^9b2a99adc05e^a91856fdca2f
731795,
761943,af83ecf3ee15^30c186f6b48a
877562,ad81145cad9d^d8dc49d5bd60
878392,d1f978369c50
873888,2350ed0a5b3f^4bea9e9d2e2c
1098874,
935228,
1224077,
846986,
850110,506dc963450f^423e9423d693
1005924,
874036,
1175218,
715260,
715263,
715262,
1294483,
853252,
655864,
1276413,d452f7cdc61e^721e6ae47dbc^b94bc4be53ca
853709,
812828,
779445,bdc169cbbbac^f631e1b0e296
908880,
967572,
982615,
1296934,
1191242,
1163422,
806192,
1117398,8a4c2bf5ec09^1308210aefb4^05ac28100696^2ff020f77435
1224214,
983344,82ff7c27fcb0^165a48c9ea89
1182278,
841212,
801801,
1039226,
1182277,
827193,1bbc0b65dffb
1154980,
827190,7eb3d3124d24
774938,
1025674,
963000,
701071,9b2a99adc05e^b80878346f96
891424,
650355,
1049241,13746e3db7ca
918177,
878931,
686044,a3053d8e4090^7907a5f28490
757646,
767399,
1139091,
1109325,
1152121,
808595,
829421,741fb7f8e5cb
1090518,
738617,6d139ebc0f43^52699e337fbc^50f566a3b449^9b2a99adc05e^0fd30fdb7a6b
716681,
1158184,
829428,7f2e295e4981
804891,
1182411,a624042b95ef^25fb7f219724^e5f3177aa3bc^f274fb181a2f^eaccb5bb50c0^7e449cbc19df^d659a888b616^9f4255138bbc^ca3038f38f65^4c25f051aba3^bade3246f490^1ef03c8f6ad1^663d27e9098c^298d6746f0af
715889,
1264240,44d8619d58b8^fd53b630ea8b^e45446b74099^06402d84ac3d^eb6ac47db856
1264242,ec7577dec4fc^a8d2fb4b0279^ad1374a508e5
786801,c048a86eb289^9dde6af30ab2^4dd9be00049c^f88cf68c7fcd^320432649bc7^766a6b2e74e7^cf9be410ceaf
1077402,
793053,
738396,9b2a99adc05e
1021265,
