,bug_id,max_pos,min_neg,overall,owner_pos,owner_neg,manager_pos,manager_neg
0,1044233,2,-2,1,2,-2,0,0
1,1042098,2,-2,0,0,0,0,0
2,1045886,3,-4,-1,3,-3,2,-2
3,1042092,2,-3,-4,0,0,0,0
4,1043900,2,-3,0,0,0,0,0
5,1042090,3,-2,-2,0,0,0,0
6,1042096,3,-2,-2,0,0,0,0
7,1044975,3,-3,-4,2,-2,2,-2
8,1041822,3,-2,7,0,0,0,0
9,1045289,2,-2,-2,0,0,0,0
10,1041820,1,-1,0,1,-1,0,0
11,1045984,1,-1,0,0,0,0,0
12,1042068,3,-2,2,2,-2,3,-2
13,1044041,3,-1,2,3,-1,0,0
14,1043627,3,-2,1,3,-2,0,0
15,1042489,1,-2,-2,0,0,0,0
16,1041951,3,-3,13,2,-3,0,0
17,1041950,1,-3,-8,0,0,0,0
18,1042482,1,-1,0,0,0,0,0
19,1045081,2,-1,1,2,-1,0,0
20,1042244,3,-3,-5,0,0,0,0
21,1042710,2,-2,0,0,0,0,0
22,1045084,3,-2,-3,3,-2,1,-1
23,1042712,2,-2,2,0,0,0,0
24,1045754,2,-3,-2,2,-2,0,0
25,1045756,2,-2,-4,2,-2,0,0
26,1045751,4,-2,9,0,0,1,-1
27,1046004,2,-2,-4,1,-1,1,-2
28,1046005,2,-3,1,0,0,0,0
29,1046006,1,-1,0,0,0,0,0
30,1046003,3,-2,1,1,-2,2,-1
31,1043301,2,-2,2,0,0,1,-1
32,1042946,2,-3,-1,0,0,0,0
33,1042396,2,-2,0,2,-2,0,0
34,1042398,3,-4,0,3,-4,0,0
35,1044658,3,-4,-11,0,0,0,0
36,1044305,1,-1,0,1,-1,0,0
37,1043281,1,-1,0,0,0,0,0
38,1045181,1,-4,-4,0,0,0,0
39,1042432,2,-3,-1,2,-3,2,-1
40,1043285,1,-3,-4,1,-3,0,0
41,1042436,3,-4,-3,3,-4,0,0
42,1043289,1,-2,-3,1,-2,0,0
43,1043534,3,-2,2,0,0,0,0
44,1043531,3,-3,-6,3,-2,0,0
45,1045018,2,-2,2,2,-1,0,0
46,1046139,1,-1,0,0,0,0,0
47,1043888,1,-2,-2,0,0,0,0
48,1045978,3,-2,1,1,-1,0,0
49,1045971,2,-1,1,0,0,0,0
50,1044408,3,-4,0,3,-4,0,0
51,1045975,2,-2,-1,2,-1,0,0
52,1045977,3,-4,0,0,0,1,-1
53,1045333,1,-1,0,0,0,0,0
54,1045239,3,-3,3,0,0,0,0
55,1045232,2,-3,-2,0,0,0,0
56,1045231,3,-4,-1,1,-1,0,0
57,1046183,2,-2,-1,1,-1,0,0
58,1044714,2,-2,1,0,0,0,0
59,1044498,3,-3,-8,0,0,0,0
60,1046222,1,-3,-3,1,-3,0,0
61,1044497,3,-4,-8,1,-1,0,0
62,1044490,3,-3,0,3,-3,1,-2
63,1042508,3,-3,1,2,-2,2,-2
64,1042504,3,-3,-1,1,-1,1,-2
65,1042054,2,-2,0,0,0,1,-1
66,1042052,2,-2,0,0,0,0,0
67,1045526,2,-1,2,0,0,0,0
68,1043524,2,-3,-2,2,-3,0,0
69,1045524,3,-4,2,3,-4,0,0
70,1044577,3,-3,10,0,0,0,0
71,1044478,2,-1,1,2,-1,0,0
72,1045247,2,-2,0,0,0,0,0
73,1045241,2,-2,0,0,0,0,0
74,1042204,2,-2,3,0,0,1,-1
75,1042208,3,-2,2,3,-2,0,0
76,1043372,3,-4,6,2,-3,0,0
77,1042619,2,-3,0,0,0,0,0
78,1043936,1,-1,0,0,0,0,0
79,1043934,1,-1,0,0,0,0,0
80,1046049,3,-3,1,0,0,0,0
81,1043835,1,-2,-1,0,0,0,0
82,1045413,2,-2,-1,2,-2,0,0
83,1045792,3,-3,1,0,0,0,0
84,1042295,2,-2,-2,0,0,0,0
85,1042291,3,-4,-4,1,-1,3,-2
86,1043577,2,-3,-3,0,0,0,0
87,1043470,2,-2,1,0,0,0,0
88,1043578,1,-1,0,1,-1,0,0
89,1042479,2,-2,3,1,-1,1,-1
90,1042379,2,-3,-7,0,0,0,0
91,1042373,2,-3,-3,1,-3,0,0
92,1045118,3,-3,0,0,0,0,0
93,1045660,3,-3,-3,0,0,0,0
94,1042689,3,-2,1,0,0,0,0
95,1042687,3,-3,-1,0,0,0,0
96,1042685,3,-2,1,1,-2,0,0
97,1043843,2,-2,-2,0,0,0,0
98,1042680,4,-3,2,3,-2,0,0
99,1045985,3,-4,-11,3,-4,1,-1
100,1043274,2,-2,1,0,0,0,0
101,1045468,3,-3,3,0,0,0,0
102,1044355,2,-2,3,0,0,1,-1
103,1043799,1,-1,0,1,-1,0,0
104,1044351,3,-3,-11,3,-3,0,0
105,1043797,3,-4,21,0,0,0,0
106,1044051,2,-3,-1,0,0,0,0
107,1044050,3,-3,14,0,0,0,0
108,1043154,3,-2,1,0,0,0,0
109,1043013,2,-1,4,0,0,0,0
110,1043402,3,-3,0,3,-2,0,0
111,1042873,3,-2,2,1,-1,1,-1
112,1042876,3,-2,4,0,0,1,-1
113,1042878,3,-2,4,3,-2,0,0
114,1042974,3,-2,1,0,0,0,0
115,1043683,3,-2,4,0,0,0,0
116,1046140,2,-3,-3,2,-3,0,0
117,1043081,3,-3,-1,0,0,0,0
118,1046142,2,-2,1,2,-2,0,0
119,1045630,1,-2,-1,0,0,1,-1
120,1043084,1,-3,-2,1,-1,0,0
121,1043088,2,-2,-4,2,-2,0,0
122,1046267,2,-2,0,0,0,0,0
123,1045809,3,-3,-16,0,0,0,0
124,1044530,2,-4,-13,1,-2,0,0
125,1045110,2,-2,0,1,-1,0,0
126,1045801,3,-5,-2,3,-5,0,0
127,1044129,3,-3,-5,2,-3,1,-2
128,1043706,3,-4,3,2,-4,0,0
129,1043701,2,-3,0,0,0,0,0
130,1044431,2,-2,2,0,0,0,0
131,1045561,2,-2,-2,2,-2,0,0
132,1045128,3,-3,1,1,-2,0,0
133,1043490,2,-2,1,1,-2,0,0
134,1043344,3,-3,1,3,-3,0,0
135,1045934,3,-2,4,2,-1,0,0
136,1041886,2,-3,-3,2,-2,0,0
137,1041881,2,-2,1,0,0,0,0
138,1041880,1,-2,-1,0,0,0,0
139,1041883,2,-2,-1,0,0,0,0
140,1041882,2,-3,-2,2,-2,0,0
141,1042654,2,-2,1,2,-2,0,0
142,1042653,3,-3,4,1,-2,0,0
143,1042089,1,-1,0,0,0,0,0
144,1045897,3,-4,4,1,-3,0,0
145,1045891,3,-3,0,2,-2,0,0
146,1045518,2,-3,2,1,-1,2,-3
147,1041830,2,-2,-1,0,0,2,-2
148,1041832,3,-4,-13,0,0,0,0
149,1041839,3,-3,2,3,-3,0,0
150,1045295,1,-2,-1,1,-1,0,0
151,1045096,3,-3,-4,3,-3,1,-2
152,1042881,2,-3,-1,2,-2,0,0
153,1042882,3,-3,3,3,-2,0,0
154,1042331,3,-2,3,1,-1,0,0
155,1042884,3,-3,-3,0,0,1,-2
156,1042885,2,-3,-3,2,-2,1,-1
157,1045091,3,-1,4,1,-1,0,0
158,1041941,3,-4,0,3,-4,0,0
159,1042338,3,-2,5,1,-2,0,0
160,1042729,2,-3,-10,2,-2,0,0
161,1043802,2,-3,-2,1,-3,0,0
162,1043801,2,-2,1,0,0,0,0
163,1043805,3,-3,-7,0,0,0,0
164,1043808,2,-3,-6,0,0,0,0
165,1045739,3,-3,3,3,-3,2,-2
166,1041846,2,-2,0,1,-1,0,0
167,1045741,3,-1,2,0,0,0,0
168,1045749,2,-2,-2,0,0,0,0
169,1043963,2,-2,-1,2,-2,0,0
170,1045584,3,-3,-1,3,-3,0,0
171,1046010,2,-3,-3,0,0,0,0
172,1043337,3,-2,1,0,0,0,0
173,1043331,2,-2,0,0,0,0,0
174,1043111,1,-3,-2,0,0,0,0
175,1043110,3,-4,3,3,-3,0,0
176,1043448,3,-2,4,1,-2,0,0
177,1042342,1,-1,0,1,-1,0,0
178,1042833,2,-2,-1,2,-2,0,0
179,1042426,3,-4,-1,3,-2,1,-2
180,1042423,2,-2,0,2,-2,0,0
181,1042348,2,-2,-1,2,-2,1,-1
182,1045068,1,-1,0,1,-1,0,0
183,1046101,3,-2,2,3,-2,0,0
184,1045063,2,-3,-2,0,0,0,0
185,1045067,1,-1,0,1,-1,0,0
186,1045065,1,-1,0,1,-1,0,0
187,1043898,1,-2,-1,0,0,0,0
188,1043896,3,-3,3,3,-3,0,0
189,1044165,3,-2,2,2,-1,0,0
190,1044162,2,-3,-2,2,-2,0,0
191,1045329,2,-3,0,2,-3,0,0
192,1044365,3,-2,2,0,0,0,0
193,1042525,3,-3,-1,2,-1,0,0
194,1046210,2,-3,-2,0,0,0,0
195,1042908,2,-2,0,1,-2,0,0
196,1044762,1,-2,-1,0,0,0,0
197,1044488,3,-2,0,0,0,1,-1
198,1042519,3,-4,2,1,-1,0,0
199,1041845,3,-3,-3,0,0,0,0
200,1042517,3,-1,3,0,0,0,0
201,1042043,3,-2,3,0,0,0,0
202,1045993,3,-3,0,3,-3,0,0
203,1044505,3,-4,-5,0,0,0,0
204,1045994,3,-2,5,2,-1,0,0
205,1045390,2,-1,1,0,0,0,0
206,1045251,1,-1,0,0,0,0,0
207,1045848,2,-3,1,2,-1,0,0
208,1045847,3,-4,1,3,-4,0,0
209,1045969,2,-1,1,2,-1,0,0
210,1042602,3,-4,1,2,-1,0,0
211,1042765,1,-2,-2,1,-2,0,0
212,1043286,1,-1,0,1,-1,0,0
213,1042761,2,-1,1,0,0,0,0
214,1042609,1,-1,0,0,0,1,-1
215,1043537,3,-4,-3,1,-1,0,0
216,1044215,2,-2,0,0,0,0,0
217,1043505,3,-1,4,0,0,0,0
218,1046079,2,-1,1,2,-1,0,0
219,1045783,3,-2,7,3,-2,0,0
220,1042567,3,-4,-5,2,-4,2,-1
221,1043929,3,-2,4,0,0,0,0
222,1044182,3,-4,-4,3,-2,0,0
223,1044181,3,-4,-6,2,-4,0,0
224,1046143,2,-3,2,2,-3,1,-1
225,1042163,2,-3,1,2,-3,0,0
226,1044657,2,-2,1,2,-1,0,0
227,1043560,3,-4,2,2,-1,0,0
228,1043562,3,-5,7,2,-3,0,0
229,1041936,3,-2,-1,3,-2,0,0
230,1042469,2,-3,-1,2,-3,0,0
231,1042041,2,-2,-3,0,0,0,0
232,1043399,3,-2,7,1,-1,1,-1
233,1042308,2,-3,-2,0,0,0,0
234,1043390,4,-3,-2,3,-3,0,0
235,1042268,3,-2,-1,0,0,2,-1
236,1043644,2,-2,-1,2,-1,0,0
237,1042305,3,-4,-23,2,-1,2,-2
238,1046263,2,-4,-4,1,-1,0,0
239,1043859,3,-4,-11,1,-1,3,-2
240,1045100,3,-4,23,3,-4,0,0
241,1043853,1,-1,0,0,0,0,0
242,1043361,2,-3,1,0,0,0,0
243,1046221,2,-2,-1,2,-2,0,0
244,1045770,3,-4,-1,3,-3,0,0
245,1043025,2,-2,0,1,-1,0,0
246,1044322,3,-4,-10,3,-2,1,-2
247,1044049,1,-1,0,1,-1,0,0
248,1044738,2,-1,1,1,-1,0,0
249,1043022,3,-4,-4,0,0,1,-2
250,1044736,4,-3,-4,3,-3,0,0
251,1043787,3,-5,-1,1,-2,0,0
252,1044046,1,-1,0,0,0,0,0
253,1044047,1,-1,0,0,0,0,0
254,1042947,1,-1,0,0,0,0,0
255,1042414,1,-2,-1,1,-2,0,0
256,1042411,1,-3,-12,0,0,0,0
257,1043147,3,-3,3,3,-3,0,0
258,1043144,3,-2,6,3,-2,0,0
259,1043417,2,-1,1,0,0,0,0
260,1042949,1,-2,-2,0,0,0,0
261,1045591,3,-3,9,2,-1,3,-2
262,1042865,3,-2,2,0,0,0,0
263,1042860,3,-3,2,0,0,0,0
264,1042788,2,-3,-4,1,-1,0,0
265,1044600,3,-3,2,2,-1,1,-2
266,1044602,3,-4,-10,0,0,1,-1
267,1044130,2,-3,-1,2,-3,0,0
268,1045957,3,-2,7,1,-1,0,0
269,1045955,3,-3,-1,0,0,0,0
270,1045952,2,-1,1,2,-1,0,0
271,1045950,3,-3,-6,0,0,0,0
272,1043733,2,-3,-1,0,0,0,0
273,1045213,3,-3,13,3,-2,0,0
274,1044278,3,-3,19,1,-1,0,0
275,1045217,3,-2,6,1,-1,1,-1
276,1045929,3,-4,0,2,-1,0,0
277,1045923,2,-2,-1,1,-2,0,0
278,1045920,2,-2,-2,0,0,0,0
279,1045927,1,-1,0,0,0,0,0
280,1041893,1,-2,-1,1,-2,0,0
281,1042521,3,-2,-3,1,-1,2,-2
282,1041894,1,-1,0,1,-1,0,0
283,1042135,3,-4,18,3,-1,0,0
284,1045092,1,-1,0,1,-1,0,0
285,1044550,1,-2,-1,0,0,0,0
286,1044256,3,-3,0,0,0,0,0
287,1045500,2,-2,-2,1,-2,0,0
288,1042003,3,-1,5,1,-1,0,0
289,1045973,2,-3,-4,2,-3,2,-1
290,1042734,1,-2,-1,1,-2,0,0
291,1042735,2,-3,-10,1,-2,0,0
292,1043608,2,-4,-5,1,-2,0,0
293,1043358,3,-4,3,0,0,0,0
294,1043351,3,-2,-4,2,-2,0,0
295,1043602,3,-1,3,0,0,0,0
296,1046027,1,-1,0,0,0,0,0
297,1046025,2,-1,2,2,-1,0,0
298,1046022,3,-4,-5,3,-3,1,-2
299,1043603,2,-2,1,0,0,0,0
300,1042186,3,-3,7,3,-2,2,-1
301,1043350,3,-4,-4,1,-2,0,0
302,1042226,3,-5,-6,3,-5,0,0
303,1046182,2,-3,-3,2,-3,0,0
304,1043268,2,-2,0,1,-2,0,0
305,1043953,3,-5,-6,2,-2,0,0
306,1043954,1,-2,-2,1,-2,0,0
307,1043957,1,-1,0,0,0,0,0
308,1045436,1,-2,-1,1,-2,0,0
309,1043453,2,-2,0,0,0,0,0
310,1043106,2,-3,-6,0,0,0,0
311,1046013,1,-2,-2,1,-1,0,0
312,1043108,3,-2,2,0,0,0,0
313,1043692,3,-3,3,3,-3,0,0
314,1042823,3,-4,1,2,-2,0,0
315,1043690,3,-4,-11,3,-4,1,-1
316,1043696,3,-3,6,2,-1,2,-1
317,1042824,3,-4,-1,3,-4,0,0
318,1043695,2,-2,0,1,-1,0,0
319,1042982,3,-3,1,2,-3,0,0
320,1043515,4,-3,3,0,0,2,-2
321,1045176,2,-3,-1,0,0,0,0
322,1045178,1,-3,-5,0,0,0,0
323,1042631,2,-3,2,0,0,1,-1
324,1045722,3,-2,4,0,0,0,0
325,1045640,3,-3,-1,3,-3,1,-2
326,1045647,2,-2,0,0,0,0,0
327,1045646,3,-3,4,3,-2,0,0
328,1045882,3,-1,6,0,0,0,0
329,1044071,2,-2,0,0,0,0,0
330,1044077,4,-4,-6,4,-4,2,-2
331,1043772,2,-2,1,0,0,0,0
332,1043778,3,-3,-2,2,-2,1,-1
333,1043075,1,-2,-1,0,0,0,0
334,1044372,3,-2,1,0,0,0,0
335,1042857,2,-1,1,2,-1,0,0
336,1043588,1,-1,0,0,0,0,0
337,1043586,3,-4,-14,0,0,1,-2
338,1043584,3,-4,-14,3,-3,0,0
339,1046164,2,-2,-1,0,0,0,0
340,1042859,3,-3,9,3,-3,0,0
341,1046165,3,-3,-1,0,0,0,0
342,1044773,2,-3,-2,0,0,0,0
343,1046161,1,-2,-1,0,0,0,0
344,1046205,1,-3,-5,1,-3,0,0
345,1045824,2,-2,-4,0,0,1,-2
346,1044108,3,-4,2,3,-1,0,0
347,1044514,2,-3,-6,2,-2,0,0
348,1044102,4,-4,21,3,-3,2,-1
349,1046224,2,-2,0,0,0,0,0
350,1045915,1,-1,0,0,0,0,0
351,1044584,3,-4,-9,3,-3,3,-4
352,1044589,1,-3,-3,0,0,0,0
353,1044713,1,-1,0,0,0,0,0
354,1042672,2,-3,-1,2,-3,0,0
355,1045182,2,-3,0,0,0,0,0
356,1042675,2,-2,0,0,0,0,0
357,1042772,2,-3,-8,1,-1,0,0
358,1042771,3,-3,5,0,0,3,-1
359,1044205,3,-2,1,3,-2,1,-1
360,1042558,2,-2,0,0,0,0,0
361,1044193,3,-2,2,1,-1,1,-1
362,1044198,3,-3,2,1,-1,2,-1
363,1041855,1,-2,-2,0,0,1,-1
364,1043558,3,-3,-15,2,-2,0,0
365,1041926,1,-1,0,0,0,0,0
366,1043554,1,-2,-1,0,0,0,0
367,1041925,2,-3,-16,0,0,0,0
368,1043389,3,-3,0,0,0,0,0
369,1042253,3,-3,-1,0,0,0,0
370,1042708,1,-1,0,1,-1,0,0
371,1042259,2,-2,4,2,-2,0,0
372,1045139,3,-4,-3,0,0,1,-1
373,1043869,3,-2,2,2,-2,0,0
374,1046016,2,-2,1,0,0,0,0
375,1043862,4,-2,2,4,-2,0,0
376,1043865,2,-1,1,2,-1,0,0
377,1045682,2,-2,0,2,-2,0,0
378,1045680,3,-3,1,0,0,0,0
379,1045769,3,-2,-2,0,0,1,-1
380,1042387,3,-3,-7,0,0,0,0
381,1045760,3,-3,3,0,0,0,0
382,1043256,3,-2,0,1,-2,0,0
383,1043257,3,-3,-4,0,0,0,0
384,1045766,3,-2,6,0,0,0,0
385,1044709,4,-4,-3,1,-1,0,0
386,1044335,1,-1,0,0,0,0,0
387,1044702,3,-3,-1,2,-2,0,0
388,1044707,3,-3,1,0,0,0,0
389,1044706,2,-2,-2,1,-1,0,0
390,1043421,3,-4,-3,2,-4,0,0
391,1042959,3,-4,1,0,0,0,0
392,1043426,3,-3,-7,1,-2,1,-1
393,1045000,2,-3,0,2,-2,0,0
394,1042797,3,-3,1,0,0,0,0
395,1046197,2,-2,0,0,0,0,0
396,1042791,2,-2,-6,0,0,1,-2
397,1046245,3,-5,-8,3,-4,0,0
398,1045008,3,-4,0,0,0,1,-1
399,1042810,2,-2,0,0,0,0,0
400,1042798,4,-3,8,3,-3,2,-2
401,1045616,3,-2,-1,0,0,0,0
402,1046275,3,-2,0,1,-1,0,0
403,1046125,1,-2,-3,0,0,0,0
404,1045948,2,-2,0,0,0,0,0
405,1045945,3,-3,-8,1,-3,1,-1
406,1042825,1,-1,0,0,0,0,0
407,1045940,1,-2,-1,0,0,0,0
408,1045229,2,-3,0,2,-1,0,0
409,1043041,3,-3,1,3,-3,0,0
410,1044022,2,-2,1,0,0,0,0
411,1043721,3,-3,183,1,-1,0,0
412,1042926,2,-2,0,0,0,0,0
413,1045529,4,-3,3,4,-2,0,0
414,1046234,3,-2,6,3,-1,0,0
415,1046231,2,-2,-1,1,-2,2,-1
416,1045482,3,-3,-11,1,-2,0,0
417,1042536,3,-3,-2,3,-3,0,0
418,1041868,1,-3,-3,0,0,0,0
419,1042100,1,-2,-1,0,0,0,0
420,1042103,3,-4,-2,0,0,2,-2
421,1041864,1,-1,0,1,-1,0,0
422,1042104,3,-3,-9,0,0,1,-2
423,1041860,1,-1,0,1,-1,0,0
424,1044241,2,-4,3,0,0,1,-1
425,1044243,1,-1,0,1,-1,0,0
426,1044245,3,-4,-8,3,-4,0,0
427,1045532,3,-3,-6,1,-3,0,0
428,1045864,2,-3,0,2,-3,0,0
429,1043713,2,-1,1,1,-1,0,0
430,1042214,4,-3,8,0,0,1,-1
431,1045270,3,-4,-4,3,-3,0,0
432,1043612,2,-2,1,0,0,1,-1
433,1043346,3,-3,7,0,0,1,-1
434,1046053,3,-2,5,0,0,0,0
435,1042587,3,-4,-3,3,-4,0,0
436,1043828,3,-4,-6,0,0,2,-2
437,1046055,2,-2,1,2,-1,0,0
438,1042625,3,-3,3,0,0,1,-1
439,1046059,2,-1,1,0,0,0,0
440,1042195,3,-3,1,2,-2,0,0
441,1042192,3,-3,5,0,0,0,0
442,1043820,1,-3,-2,1,-3,0,0
443,1043642,2,-2,0,0,0,2,-1
444,1042307,3,-3,3,0,0,1,-1
445,1041969,3,-2,5,0,0,0,0
446,1043396,1,-2,-1,0,0,0,0
447,1042889,4,-5,-28,3,-4,3,-4
448,1044932,3,-2,2,3,-2,0,0
449,1042996,3,-2,1,2,-2,0,0
450,1041914,2,-2,0,0,0,0,0
451,1042991,2,-4,-1,0,0,0,0
452,1043461,2,-3,-4,0,0,0,0
453,1041919,2,-3,-2,1,-2,0,0
454,1045041,1,-1,0,1,-1,0,0
455,1043669,2,-2,2,0,0,0,0
456,1046281,3,-2,4,0,0,0,0
457,1043663,1,-2,-2,0,0,0,0
458,1043803,3,-3,-1,0,0,0,0
459,1042696,2,-3,-4,0,0,0,0
460,1045165,3,-3,-112,1,-1,0,0
461,1045163,2,-3,-7,0,0,0,0
462,1045161,2,-2,1,2,-2,0,0
463,1041960,1,-3,-2,1,-3,0,0
464,1045715,3,-3,10,1,-1,1,-1
465,1043182,2,-2,0,2,-2,0,0
466,1045652,2,-1,2,0,0,1,-1
467,1043181,3,-2,3,3,-1,0,0
468,1045657,1,-1,0,0,0,0,0
469,1043766,2,-2,0,0,0,0,0
470,1044067,2,-2,0,2,-2,1,-1
471,1043163,1,-2,-4,0,0,0,0
472,1043000,3,-3,0,0,0,0,0
473,1043004,4,-3,1,0,0,0,0
474,1042840,2,-2,0,2,-2,0,0
475,1044666,1,-1,0,1,-1,0,0
476,1046176,2,-3,-3,2,-3,0,0
477,1044668,3,-2,-2,0,0,0,0
478,1044742,3,-4,-5,3,-3,0,0
479,1045743,2,-2,3,2,-2,0,0
480,1044118,1,-1,0,0,0,0,0
481,1044119,1,-2,-2,0,0,0,0
482,1044448,1,-1,0,0,0,0,0
483,1043710,3,-2,3,0,0,0,0
484,1044446,2,-1,1,2,-1,0,0
485,1044447,1,-2,-1,0,0,0,0
486,1044445,1,-1,0,1,-1,0,0
487,1044111,1,-1,0,0,0,0,0
488,1043719,2,-3,-2,0,0,0,0
489,1042300,3,-5,-2,0,0,1,-1
490,1043480,2,-1,1,0,0,0,0
491,1043489,2,-3,1,2,-1,2,-2
492,1045900,1,-1,0,0,0,0,0
493,1045902,3,-3,1,0,0,0,0
494,1044595,3,-2,6,0,0,1,-1
495,1044596,2,-2,-1,2,-2,0,0
496,1044597,2,-2,-2,0,0,0,0
497,1044598,3,-3,-1,3,-3,0,0
498,1045909,2,-3,0,0,0,0,0
499,1046045,1,-2,-1,1,-2,0,0
500,1050609,1,-2,-1,1,-2,0,0
501,1046904,2,-1,1,0,0,0,0
502,1049242,1,-1,0,1,-1,0,0
503,1047755,2,-2,-1,0,0,0,0
504,1049247,1,-1,0,1,-1,0,0
505,1047751,2,-3,-6,2,-3,0,0
506,1049249,1,-2,-1,1,-2,0,0
507,1049248,3,-4,0,0,0,0,0
508,1047613,3,-3,6,3,-3,1,-1
509,1047759,1,-2,-1,0,0,0,0
510,1049087,3,-3,-1,0,0,0,0
511,1047022,2,-3,-1,2,-1,0,0
512,1048628,3,-3,-4,0,0,0,0
513,1049499,1,-1,0,1,-1,0,0
514,1049325,1,-2,-3,0,0,0,0
515,1048624,3,-2,2,0,0,0,0
516,1049327,1,-1,0,0,0,0,0
517,1048622,1,-1,0,0,0,0,0
518,1049321,1,-1,0,0,0,0,0
519,1048148,2,-2,0,0,0,1,-1
520,1050103,1,-1,0,0,0,0,0
521,1049810,2,-2,0,2,-2,0,0
522,1049816,1,-2,-1,0,0,0,0
523,1049814,4,-2,2,2,-2,0,0
524,1049818,1,-1,0,0,0,0,0
525,1047533,1,-1,0,1,-1,0,0
526,1046993,2,-2,0,0,0,0,0
527,1046997,3,-2,2,0,0,0,0
528,1047433,3,-4,-1,0,0,0,0
529,1047436,1,-1,0,0,0,0,0
530,1050518,3,-2,1,3,-2,0,0
531,1050214,3,-3,2,0,0,0,0
532,1049662,3,-2,-1,2,-2,0,0
533,1050199,2,-1,1,2,-1,0,0
534,1049888,3,-4,-4,3,-2,0,0
535,1049884,2,-2,-2,0,0,0,0
536,1049887,3,-5,-6,0,0,0,0
537,1050219,1,-3,-4,0,0,0,0
538,1047973,2,-2,2,0,0,0,0
539,1046876,2,-2,-2,1,-1,0,0
540,1046870,1,-3,-2,1,-1,0,0
541,1047873,1,-1,0,0,0,0,0
542,1047876,1,-4,-3,1,-4,0,0
543,1047877,1,-1,0,0,0,0,0
544,1047326,3,-1,2,0,0,0,0
545,1049865,3,-3,11,0,0,1,-1
546,1048719,2,-1,1,0,0,0,0
547,1048245,1,-2,-1,1,-2,0,0
548,1048246,1,-2,-2,1,-2,0,0
549,1048247,1,-2,-1,1,-2,0,0
550,1048240,1,-2,-1,1,-2,0,0
551,1047442,2,-3,-6,1,-2,1,-1
552,1048242,1,-2,-2,1,-2,0,0
553,1048243,1,-2,-1,1,-2,0,0
554,1050318,2,-3,-1,0,0,0,0
555,1050456,2,-2,0,2,-2,0,0
556,1048968,2,-2,-1,2,-2,0,0
557,1048888,1,-2,-1,0,0,0,0
558,1048741,2,-4,-3,1,-1,0,0
559,1048291,1,-2,-1,1,-2,0,0
560,1046578,3,-4,-12,0,0,0,0
561,1046470,2,-2,0,2,-2,0,0
562,1046473,2,-2,0,0,0,0,0
563,1049961,3,-4,1,2,-4,0,0
564,1046477,2,-2,-4,0,0,0,0
565,1047195,1,-2,-2,0,0,0,0
566,1048563,3,-1,2,0,0,0,0
567,1048562,2,-2,0,1,-1,0,0
568,1050254,2,-2,1,0,0,0,0
569,1046342,2,-2,-1,0,0,0,0
570,1047614,1,-1,0,1,-1,0,0
571,1046344,2,-3,-1,0,0,0,0
572,1049691,2,-3,-1,0,0,0,0
573,1049694,1,-1,0,0,0,0,0
574,1047657,3,-1,6,0,0,0,0
575,1048306,2,-1,1,0,0,0,0
576,1048666,2,-4,-3,0,0,0,0
577,1048667,4,-3,3,3,-3,0,0
578,1048664,2,-1,3,0,0,0,0
579,1047713,3,-2,-3,2,-2,0,0
580,1048668,1,-1,0,0,0,0,0
581,1047717,1,-1,0,0,0,0,0
582,1049879,3,-2,5,3,-2,0,0
583,1048064,2,-1,2,2,-1,0,0
584,1047266,3,-3,-5,0,0,0,0
585,1049599,2,-2,-2,0,0,0,0
586,1048108,3,-3,2,0,0,2,-2
587,1049041,3,-4,-10,3,-4,0,0
588,1047107,2,-2,-1,2,-2,0,0
589,1048107,1,-2,-1,1,-2,0,0
590,1049596,1,-3,-3,0,0,1,-1
591,1047268,2,-1,3,0,0,0,0
592,1050654,2,-4,-2,0,0,0,0
593,1050652,1,-3,-4,0,0,0,0
594,1046950,2,-2,2,0,0,0,0
595,1050383,3,-3,0,3,-3,0,0
596,1050384,2,-2,3,2,-2,0,0
597,1049326,1,-1,0,0,0,0,0
598,1050386,4,-4,8,3,-2,0,0
599,1047620,1,-3,-3,0,0,0,0
600,1046761,3,-2,3,3,-2,0,0
601,1046688,2,-2,1,0,0,0,0
602,1047628,1,-4,-3,0,0,0,0
603,1048615,3,-4,-6,0,0,1,-1
604,1049969,2,-1,2,2,-1,0,0
605,1049962,2,-2,1,0,0,0,0
606,1049744,3,-2,2,0,0,0,0
607,1049323,1,-2,-1,0,0,0,0
608,1049740,3,-3,1,3,-3,1,-1
609,1048618,2,-4,-5,0,0,0,0
610,1050031,4,-2,6,2,-2,0,0
611,1050036,3,-3,-3,0,0,0,0
612,1050037,1,-1,0,1,-1,0,0
613,1050035,3,-4,1,0,0,0,0
614,1047403,3,-3,2,0,0,0,0
615,1049981,1,-2,-2,1,-2,0,0
616,1048209,2,-2,1,2,-1,0,0
617,1049825,3,-4,0,3,-2,0,0
618,1047568,1,-2,-1,1,-1,0,0
619,1050104,2,-2,0,1,-2,0,0
620,1047564,2,-2,1,0,0,0,0
621,1047560,2,-1,1,1,-1,0,0
622,1049133,1,-3,-10,0,0,0,0
623,1049136,2,-3,1,0,0,0,0
624,1049138,3,-4,-10,3,-4,1,-2
625,1047842,4,-4,-2,2,-3,0,0
626,1050664,3,-3,10,3,-1,0,0
627,1047848,2,-2,6,2,-2,0,0
628,1047928,3,-3,3,3,-3,0,0
629,1046430,3,-2,0,1,-1,0,0
630,1046828,3,-4,-9,3,-2,1,-2
