node,page_rank,betweenness,closeness,indegree,outdegree
modules/zlib/src/zutil,10.297,106666.312,2.369,10,11
layout/base/nsIDocumentViewerPrint,1.793,450.03,2.37,3,7
content/events/src/nsDOMEvent,5.397,40519.837,2.37,46,49
accessible/src/mac/mozTextAccessible,1.63,0.0,2.369,0,1
skia/SkDashPathEffect,1.63,0.0,0.623,0,0
ipc/glue/ProcessChild,1.63,0.0,2.37,0,5
sys/isa_defs,1.63,0.0,0.623,0,0
media/libtheora/include/theora/theoradec,2.479,1.367,2.37,6,4
nsprpub/pr/tests/dceemu,1.63,0.0,2.37,0,3
gfx/layers/d3d10/ColorLayerD3D10,1.878,1.625,2.37,2,8
media/webrtc/trunk/webrtc/modules/audio_coding/main/source/acm_amr,1.767,0.0,2.37,1,11
security/nss/lib/ssl/sslsnce,1.84,31052.617,2.37,5,43
js/src/methodjit/NunboxAssembler,1.63,0.0,0.623,0,0
js/xpconnect/src/XPCThrower,2.969,1829.749,2.37,19,13
ApplicationServices/ApplicationServices,1.63,0.0,0.623,0,0
nsILocaleService,1.63,0.0,0.623,0,0
media/webrtc/trunk/webrtc/modules/video_coding/main/source/exp_filter,14.342,0.0,2.369,3,1
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/energy_inverse,2.053,2.0,2.369,2,5
widget/gtk2/nsIImageToPixbuf,1.985,0.324,2.37,5,3
media/mtransport/third_party/nICEr/src/ice/ice_reg,2.171,0.0,2.369,4,0
layout/base/RestyleTracker,2.329,10938.641,2.37,10,22
gdk/gdkkeysyms,1.63,0.0,0.623,0,0
media/webrtc/trunk/testing/gtest/test/gtest_pred_impl_unittest,2.647,1896.077,2.37,6,6
dom/plugins/base/nsPluginNativeWindowQt,1.63,0.0,2.37,0,5
other-licenses/7zstub/src/7zip/Archive/7z/7zMethodID,3.761,3861.483,2.369,7,5
content/media/ogg/OggDecoder,2.129,235.539,2.37,2,4
security/nss/lib/ckfw/nssmkey/minst,2.092,650.244,2.369,1,7
security/nss/lib/pki/pkim,3.104,1915.427,2.37,15,10
security/nss/lib/freebl/mpi/mpprime,17.053,48290.26,2.37,21,8
dom/base/nsWrapperCache,15.543,3038.758,2.37,114,4
security/nss/lib/ckfw/capi/constants,2.311,5.5,2.369,3,4
gfx/cairo/cairo/src/cairo-quartz-private,1.891,0.0,2.37,3,1
media/libtremor/lib/tremor_window,1.734,2.0,2.369,1,4
gfx/skia/src/gpu/effects/GrColorTableEffect,1.709,35.441,2.37,2,24
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCService,2.125,413011.605,2.37,5,52
media/webrtc/signaling/src/sipcc/core/ccapp/capability_set,2.359,226.789,2.369,5,8
netwerk/test/ReadNTLM,1.63,0.0,2.37,0,5
content/svg/content/src/nsSVGLength2,4.124,31811.517,2.37,31,36
toolkit/crashreporter/google-breakpad/src/common/mac/macho_walker,3.112,4.083,2.369,2,3
media/libopus/silk/fixed/vector_ops_FIX,2.683,0.667,2.369,6,4
ipc/chromium/src/base/message_pump_default,2.709,8129.685,2.37,3,8
modules/freetype2/include/freetype/ftoutln,4.462,3775.591,2.37,22,8
mozilla/_ipdltest/PTestLatencyParent,1.63,0.0,0.623,0,0
toolkit/crashreporter/google-breakpad/src/processor/address_map_unittest,1.63,0.0,2.37,0,6
dom/base/nsLocation,1.713,95.895,2.37,3,35
security/nss/lib/ssl/sslerrstrs,1.841,10677.131,2.37,1,10
media/libopus/silk/float/find_LTP_FLP,1.733,58.167,2.369,1,13
media/webrtc/trunk/tools/gyp/test/msvs/list_excluded/hello,1.63,0.0,0.623,0,0
gfx/skia/src/gpu/gl/GrGLStencilBuffer,1.93,793.051,2.369,3,13
modules/freetype2/src/base/ftgasp,1.63,0.0,2.37,0,7
content/svg/content/src/SVGIntegerPairSMILType,1.966,993.388,2.37,2,7
gfx/skia/include/core/SkTSearch,10.296,0.799,2.37,27,3
layout/base/nsCounterManager,1.727,311.101,2.37,2,19
xpcom/reflect/xptcall/src/md/unix/xptcstubs_ppc_aix,1.63,0.0,2.369,0,2
layout/printing/nsPrintData,1.737,0.94,2.37,2,17
sys/socket,1.63,0.0,0.623,0,0
media/webrtc/signaling/src/sipcc/cpr/include/cpr_ipc,9.89,0.036,2.37,23,1
security/nss/cmd/modutil/install-ds,2.527,663.641,2.37,4,9
netwerk/cookie/CookieServiceParent,1.63,0.0,2.37,0,14
netwerk/srtp/src/crypto/replay/rdbx,1.858,28923.0,2.37,2,5
gfx/skia/include/gpu/GrInstanceCounter,5.412,0.0,2.369,1,3
js/src/frontend/FoldConstants,2.025,97.539,2.37,3,19
modules/freetype2/src/psaux/psauxerr,2.787,19.571,2.369,5,3
layout/style/nsCSSPropList,18.444,211.252,2.37,8,1
gfx/cairo/libpixman/src/pixman,36.607,128912.7,2.37,60,13
nsprpub/pr/tests/lock,1.696,4.35,2.37,1,23
mfbt/Util,9.029,0.0,2.37,34,0
toolkit/components/protobuf/google/protobuf/stubs/map-util,1.755,0.0,2.369,1,1
gfx/cairo/cairo/src/cairo-polygon,2.579,1092.981,2.37,8,9
gfx/skia/src/ports/SkOSFile_brew,1.63,0.0,2.369,0,1
editor/libeditor/base/nsEditProperty,6.661,7513.721,2.37,15,2
gfx/angle/src/compiler/timing/RestrictFragmentShaderTiming,1.965,2408.333,2.369,2,8
content/base/src/nsDOMFile,2.036,6389.081,2.37,6,46
modules/zlib/src/crc32,3.174,9101.791,2.37,7,6
content/html/content/src/HTMLScriptElement,1.63,0.0,2.37,0,31
content/xbl/src/nsXBLEventHandler,1.83,19.731,2.37,4,15
nsprpub/pr/tests/semapong,1.63,0.0,2.37,0,8
netwerk/cache/nsDeleteDir,1.863,2.467,2.37,3,11
gfx/graphite2/src/SegCacheStore,1.63,0.0,2.369,0,4
xpcom/glue/nsHashKeys,73.685,1305888.559,2.37,140,13
media/omx-plugin/include/froyo/utils/Vector,6.088,50120.261,2.37,24,7
media/webrtc/trunk/webrtc/system_wrappers/source/file_impl,3.113,1406.318,2.37,9,6
security/nss/lib/freebl/stubs,1.63,0.0,2.37,0,33
accessible/src/mac/XULTreeGridAccessibleWrap,1.743,0.0,2.369,1,1
mozilla/ipc/ProtocolUtils,1.63,0.0,0.623,0,0
modules/freetype2/src/type1/t1tokens,1.73,0.0,2.369,1,2
media/webrtc/trunk/testing/gtest/test/gtest-typed-test_test,2.55,1144.396,2.37,3,7
ipc/chromium/src/base/debug_util_unittest,1.63,0.0,2.37,0,5
modules/freetype2/src/tools/ftrandom/ftrandom,1.63,0.0,2.37,0,14
intl/unicharutil/util/nsUnicodeScriptCodes,4.57,0.0,2.37,5,0
gfx/skia/src/core/SkBlitRow_D32,1.997,40.202,2.37,4,13
nsIDOMHTMLUListElement,1.63,0.0,0.623,0,0
dom/src/storage/nsDOMStorage,2.855,100186.003,2.37,14,49
intl/unicharutil/public/nsIUGenCategory,2.87,13.794,2.37,7,3
gfx/2d/SourceSurfaceD2DTarget,1.924,0.0,2.369,2,8
mozilla/_ipdltest/PTestRPCErrorCleanupChild,1.63,0.0,0.623,0,0
content/base/src/nsContentAreaDragDrop,1.723,12656.966,2.37,3,39
nsprpub/pr/src/cplus/tests/ranfile,1.63,0.0,2.37,0,15
gfx/skia/include/gpu/gl/SkGLContext,5.318,5695.373,2.369,6,5
mozilla/dom/CDATASection,1.63,0.0,0.623,0,0
nsprpub/lib/libc/src/strcpy,4.411,676.284,2.37,24,2
media/libvpx/vpx_config_x86-win32-vs8,1.63,0.0,0.623,0,0
media/webrtc/trunk/webrtc/voice_engine/output_mixer_internal,2.176,1.5,2.369,3,7
gfx/layers/d3d9/ThebesLayerD3D9,1.974,10445.999,2.37,5,29
mach/thread_policy,1.63,0.0,0.623,0,0
layout/style/test/ListCSSProperties,1.63,0.0,2.369,0,2
gfx/skia/include/effects/SkLayerDrawLooper,1.791,544.638,2.37,2,16
