node,page_rank,betweenness,closeness,indegree,outdegree
gfx/harfbuzz/src/hb-font,9.392,57299.21,3.487,15,13
layout/base/nsIPercentHeightObserver,3.14,0.1,3.487,3,1
intl/uconv/ucvlatin/nsUnicodeToARMSCII8,3.09,0.033,3.488,2,7
other-licenses/7zstub/src/7zip/Archive/Common/ItemNameUtils,3.579,0.0,3.486,2,4
Common/ParseProperties,2.685,0.0,0.954,0,0
security/nss/cmd/lib/pk11table,3.452,45.794,3.488,4,8
xpcom/io/nsStringStream,8.711,114637.713,3.488,34,21
nsIFrameMessageManager,2.685,0.0,0.954,0,0
dom/workers/File,2.995,240.851,3.488,4,25
media/libsydneyaudio/src/sydney_audio_pulseaudio,2.685,0.0,3.487,0,4
layout/base/nsImageLoader,3.133,3705.342,3.488,2,24
modules/libjar/zipwriter/src/nsZipHeader,3.065,80.846,3.488,3,15
gfx/cairo/cairo/src/cairo-wideint,63.228,1025.122,3.486,10,3
content/base/public/nsCaseTreatment,7.379,0.0,3.487,2,0
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/stack_frame,8.792,9.515,3.486,22,2
other-licenses/7zstub/src/7zip/Archive/7z/7zExtract,2.685,0.0,3.486,0,15
modules/freetype2/src/autofit/afindic,3.333,624.283,3.487,3,11
ipc/chromium/src/chrome/common/ipc_logging,3.895,57088.302,3.487,7,24
media/libtheora/lib/quant,4.721,85.75,3.486,4,7
nsIDOMAttr,2.685,0.0,0.954,0,0
layout/style/CSSCalc,3.467,12.176,3.488,6,6
layout/svg/base/src/nsSVGTextPathFrame,3.015,19849.814,3.488,5,34
nsIDOMHTMLBRElement,2.685,0.0,0.954,0,0
security/nss/lib/softoken/legacydb/lgcreate,3.44,39988.926,3.488,4,29
security/nss/lib/cryptohi/sechash,4.669,11188.26,3.488,19,11
security/nss/lib/freebl/blapit,25.512,114426.596,3.487,76,16
security/nss/cmd/libpkix/pkix/top/test_buildchain_uchecker,2.717,7.399,3.487,1,20
nsIContentPrefService,2.685,0.0,0.954,0,0
nsISystemProxySettings,2.685,0.0,0.954,0,0
extensions/spellcheck/src/mozInlineSpellWordUtil,2.888,34.111,3.488,2,20
gfx/cairo/cairo/src/cairo-win32-private,3.064,540.324,3.487,4,6
nsINSSCertCache,2.685,0.0,0.954,0,0
ipc/chromium/src/chrome/common/bzip2_unittest,2.685,0.0,3.487,0,4
security/manager/ssl/src/nsCrypto,2.764,695.161,3.488,2,114
tools/trace-malloc/lib/nsTypeInfo,11.953,0.0,3.487,10,0
security/nss/cmd/btoa/btoa,2.685,0.0,3.488,0,8
content/xul/content/src/nsXULElement,3.744,105003.536,3.488,9,105
netwerk/wifi/wlanapi,2.875,0.0,3.487,1,0
netwerk/test/TestBlockingSocket,2.685,0.0,3.488,0,19
security/nss/lib/sysinit/nsssysinit,2.685,0.0,3.488,0,14
mozilla/layout/PRenderFrameChild,2.685,0.0,0.954,0,0
rdf/tests/rdfpoll/rdfpoll,2.685,0.0,3.488,0,24
js/src/ctypes/libffi/testsuite/libffi.call/return_fl3,2.685,0.0,3.485,0,1
xpfe/appshell/src/nsWindowMediator,3.227,1300.78,3.488,3,25
security/nss/lib/freebl/ecl/ec2_193,4.715,13.667,3.486,7,8
nsprpub/pr/src/misc/pripc,3.833,1.583,3.488,2,5
nsIContentViewerFile,2.685,0.0,0.954,0,0
modules/freetype2/src/base/ftbitmap,2.993,94.869,3.487,2,12
gfx/angle/src/compiler/Intermediate,66.793,317486.937,3.487,45,10
ipc/chromium/src/base/lock_impl_win,2.685,0.0,3.486,0,2
mozilla/dom/StructuredCloneTags,2.685,0.0,0.954,0,0
content/base/public/nsIStyleSheetLinkingElement,3.453,0.167,3.487,13,3
ipc/chromium/src/base/histogram,5.397,9547.8,3.488,8,10
content/svg/content/src/nsSVGPolyElement,3.05,131.369,3.488,3,22
gfx/angle/src/libEGL/Config,4.794,1.333,3.486,4,5
nsIPluginStreamListener,2.685,0.0,0.954,0,0
gfx/thebes/woff,6.965,57634.232,3.487,4,7
extensions/spellcheck/hunspell/src/hunspell_alloc_hooks,2.685,0.0,3.487,0,1
security/nss/lib/libpkix/include/pkix_checker,4.879,0.0,3.486,5,1
security/nss/lib/freebl/dh,2.685,0.0,3.488,0,14
gfx/src/gfxCore,40.187,11942.649,3.487,16,1
xpcom/typelib/xpt/src/xpt_xdr,4.902,1516.024,3.488,6,6
usr/include/linux/stat,2.685,0.0,0.954,0,0
security/nss/lib/ckfw/token,7.7,899.718,3.487,9,16
toolkit/crashreporter/google-breakpad/src/common/linux/linux_libc_support,6.849,0.0,3.486,8,0
jpeg/simd/jsimd,3.981,0.0,3.487,3,2
security/nss/lib/libpkix/pkix_pl_nss/module/pkix_pl_pk11certstore,3.463,1681.664,3.488,5,46
js/src/yarr/YarrInterpreter,4.444,351.191,3.487,3,7
content/base/src/nsTextNode,3.715,1565.167,3.488,20,30
widget/src/windows/nsNativeDragTarget,2.902,69307.416,3.488,3,24
intl/uconv/ucvlatin/nsISO885910ToUnicode,3.09,0.033,3.488,2,7
nsprpub/pr/tests/io_timeoutu,2.941,0.0,3.488,2,15
nsprpub/pr/include/md/_darwin,2.685,0.0,3.488,0,3
netwerk/test/TestCommon,6.556,9620.258,3.488,23,11
dom/plugins/ipc/PluginInstanceParent,4.606,66598.629,3.488,10,42
nsIPrintOptions,2.685,0.0,0.954,0,0
editor/libeditor/html/nsHTMLEditUtils,3.897,74.479,3.488,12,15
toolkit/crashreporter/google-breakpad/src/google_breakpad/processor/basic_source_line_resolver,4.253,11.934,3.486,11,5
security/nss/lib/freebl/mpi/mpcpucache,5.292,1252.243,3.486,2,1
xpcom/tests/TestSynchronization,2.685,0.0,3.488,0,6
nsIProtocolProxyService2,2.685,0.0,0.954,0,0
js/src/jswatchpoint,5.318,0.455,3.487,5,16
